year,state,population,per_capita
2012,Kansas,2885316.0,0.9302273997024936
2012,Kentucky,4383673.0,1.1930634424602382
2012,Louisiana,4602681.0,1.6885810682947613
2012,Massachusetts,6659627.0,2.627924957358723
2012,Maryland,5891680.0,1.6046356896504903
2012,Maine,1328101.0,1.8018207952557825
2012,Michigan,9886610.0,1.273641824649703
2012,Minnesota,5377695.0,1.4400221656304422
2012,Missouri,6023267.0,1.6995759942237327
2012,Mississippi,2982963.0,0.8089272310786289
2012,Montana,1003522.0,1.8265668316190378
2012,North Carolina,9755299.0,1.386323474042159
2012,North Dakota,701380.0,0.9809233225926031
2012,Nebraska,1854862.0,2.0427395676875153
2012,New Hampshire,1320923.0,1.1325414123306203
2012,New Jersey,8882095.0,1.4664333133117806
2012,New Mexico,2083590.0,1.5574081273187144
2012,Nevada,2752410.0,3.0871127484640732
2012,New York,19625409.0,3.544690457151747
2012,Ohio,11546969.0,1.2104475209035375
2012,Oklahoma,3815298.0,1.3189009089198274
2012,Oregon,3893920.0,4.064798455027325
2012,Pennsylvania,12768034.0,1.1541322649986678
2012,Rhode Island,1052761.0,1.2130008615440733
2012,South Carolina,4719009.0,1.0415322369590734
2012,South Dakota,832576.0,1.031737643170113
2012,Tennessee,6450632.0,1.461252168779741
2012,Texas,26078327.0,1.3057586094384044
2012,Utah,2854222.0,1.2357132696755895
2012,Virginia,8188656.0,1.028740247483836
2012,Vermont,625606.0,1.8542021655802534
2012,Washington,6890899.0,2.9755188691635155
2012,Wisconsin,5721075.0,1.0534733419855535
2012,West Virginia,1855360.0,1.2989392894101415
2012,Wyoming,576608.0,3.1442505133470227
2011,Alaska,722259.0,2.9463115032142206
2011,Alabama,4798649.0,1.1582426637163918
2011,Arkansas,2938640.0,1.1651648381564261
2011,Arizona,6465488.0,1.6246260143085873
2011,California,37672654.0,3.3214543366124403
2011,Colorado,5116411.0,2.954414725478465
2011,Connecticut,3591927.0,1.240559732978983
2011,,,
2011,Delaware,907884.0,1.1400134818985685
2011,Florida,19097369.0,2.96831464061882
2011,Georgia,9810595.0,2.137994688395556
2011,Hawaii,1378323.0,4.4895137061487045
2011,Iowa,3063690.0,1.022949449846427
