state,state_name,year,total,individual,family,yparent,ypchild,non_ypfam,sh_ind,uns_ind,sh_fam,uns_fam,sh_yparent,uns_yparent,sh_ypchild,uns_ypchild,sh_non_ypfam,uns_non_ypfam
MA,Massachusetts ,2014,21237.0,6788.0,14449.0,,,,6041.0,747.0,14437.0,12.0,,,,,,
MD,Maryland ,2014,7856.0,4980.0,2876.0,,,,3872.0,1108.0,2395.0,481.0,,,,,,
ME,Maine ,2014,2726.0,1348.0,1378.0,,,,1282.0,66.0,1351.0,27.0,,,,,,
MI,Michigan ,2014,12227.0,7535.0,4692.0,,,,5916.0,1619.0,4159.0,533.0,,,,,,
MN,Minnesota ,2014,8377.0,3652.0,4725.0,,,,3006.0,646.0,4576.0,149.0,,,,,,
MO,Missouri ,2014,7282.0,4307.0,2975.0,,,,3651.0,656.0,2658.0,317.0,,,,,,
MS,Mississippi ,2014,2226.0,1714.0,512.0,,,,933.0,781.0,472.0,40.0,,,,,,
MT,Montana ,2014,1745.0,1167.0,578.0,,,,493.0,674.0,418.0,160.0,,,,,,
NC,North Carolina ,2014,11491.0,7498.0,3993.0,,,,5738.0,1760.0,3136.0,857.0,,,,,,
ND,North Dakota ,2014,1258.0,886.0,372.0,,,,526.0,360.0,268.0,104.0,,,,,,
NE,Nebraska ,2014,3026.0,1893.0,1133.0,,,,1788.0,105.0,1129.0,4.0,,,,,,
NH,New Hampshire ,2014,1376.0,795.0,581.0,,,,676.0,119.0,567.0,14.0,,,,,,
NJ,New Jersey ,2014,11671.0,6446.0,5225.0,,,,5536.0,910.0,5200.0,25.0,,,,,,
NM,New Mexico ,2014,2746.0,1804.0,942.0,,,,1429.0,375.0,889.0,53.0,,,,,,
NV,Nevada ,2014,8582.0,7356.0,1226.0,,,,3571.0,3785.0,1226.0,0.0,,,,,,
NY,New York ,2014,80590.0,32643.0,47947.0,,,,28600.0,4043.0,47887.0,60.0,,,,,,
OH,Ohio ,2014,11823.0,7704.0,4119.0,,,,6769.0,935.0,3951.0,168.0,,,,,,
OK,Oklahoma ,2014,4191.0,2964.0,1227.0,,,,2291.0,673.0,968.0,259.0,,,,,,
OR,Oregon ,2014,12164.0,7988.0,4176.0,,,,3665.0,4323.0,2436.0,1740.0,,,,,,
PA,Pennsylvania ,2014,15333.0,8359.0,6974.0,,,,7420.0,939.0,6881.0,93.0,,,,,,
RI,Rhode Island ,2014,1190.0,779.0,411.0,,,,761.0,18.0,409.0,2.0,,,,,,
SC,South Carolina ,2014,5057.0,3813.0,1244.0,,,,2252.0,1561.0,997.0,247.0,,,,,,
SD,South Dakota ,2014,885.0,490.0,395.0,,,,450.0,40.0,380.0,15.0,,,,,,
TN,Tennessee ,2014,9415.0,6800.0,2615.0,,,,4693.0,2107.0,1690.0,925.0,,,,,,
TX,Texas ,2014,28495.0,19177.0,9318.0,,,,9758.0,9419.0,8470.0,848.0,,,,,,
UT,Utah ,2014,3081.0,1729.0,1352.0,,,,1540.0,189.0,1228.0,124.0,,,,,,
VA,Virginia ,2014,7020.0,4234.0,2786.0,,,,3570.0,664.0,2760.0,26.0,,,,,,
VT,Vermont ,2014,1559.0,823.0,736.0,,,,704.0,119.0,692.0,44.0,,,,,,
WA,Washington ,2014,18442.0,11390.0,7052.0,,,,6257.0,5133.0,6283.0,769.0,,,,,,
WI,Wisconsin ,2014,6055.0,2929.0,3126.0,,,,2676.0,253.0,3036.0,90.0,,,,,,
WV,West Virginia ,2014,2013.0,1488.0,525.0,,,,1175.0,313.0,408.0,117.0,,,,,,
WY,Wyoming ,2014,757.0,463.0,294.0,,,,327.0,136.0,236.0,58.0,,,,,,
AK,Alaska ,2013,1946.0,1362.0,584.0,,,,1208.0,154.0,533.0,51.0,,,,,,
AL,Alabama,2013,4689.0,3387.0,1302.0,,,,2212.0,1175.0,1034.0,268.0,,,,,,
AR,Arkansas ,2013,3812.0,3174.0,638.0,,,,1177.0,1997.0,487.0,151.0,,,,,,
AZ,Arizona ,2013,10562.0,6510.0,4052.0,,,,3662.0,2848.0,3769.0,283.0,,,,,,
CA,California ,2013,118552.0,93458.0,25094.0,,,,26426.0,67032.0,19128.0,5966.0,,,,,,
CO,Colorado ,2013,9754.0,4664.0,5090.0,,,,3075.0,1589.0,4516.0,574.0,,,,,,
CT,Connecticut ,2013,4448.0,3101.0,1347.0,,,,2275.0,826.0,1254.0,93.0,,,,,,
DC,Washington DC,2013,6865.0,3696.0,3169.0,,,,3184.0,512.0,3169.0,0.0,,,,,,
DE,Delaware ,2013,946.0,575.0,371.0,,,,565.0,10.0,371.0,0.0,,,,,,
FL,Florida ,2013,47862.0,31359.0,16503.0,,,,12330.0,19029.0,7340.0,9163.0,,,,,,
GA,Georgia ,2013,16971.0,12880.0,4091.0,,,,5250.0,7630.0,3260.0,831.0,,,,,,
HI,Hawaii ,2013,6335.0,3355.0,2980.0,,,,1142.0,2213.0,2603.0,377.0,,,,,,
IA,Iowa ,2013,3084.0,1524.0,1560.0,,,,1392.0,132.0,1558.0,2.0,,,,,,
ID,Idaho ,2013,1781.0,1084.0,697.0,,,,775.0,309.0,629.0,68.0,,,,,,
IL,Illinois ,2013,13425.0,7958.0,5467.0,,,,6104.0,1854.0,5125.0,342.0,,,,,,
IN,Indiana ,2013,6096.0,3751.0,2345.0,,,,3167.0,584.0,2229.0,116.0,,,,,,
KS,Kansas ,2013,2693.0,1480.0,1213.0,,,,1238.0,242.0,1144.0,69.0,,,,,,
KY,Kentucky ,2013,5245.0,3302.0,1943.0,,,,2733.0,569.0,1758.0,185.0,,,,,,
LA,Louisiana ,2013,5226.0,3908.0,1318.0,,,,2401.0,1507.0,1250.0,68.0,,,,,,
MA,Massachusetts ,2013,19029.0,6694.0,12335.0,,,,5883.0,811.0,12296.0,39.0,,,,,,
MD,Maryland ,2013,8205.0,5221.0,2984.0,,,,3717.0,1504.0,2566.0,418.0,,,,,,
ME,Maine ,2013,3016.0,1563.0,1453.0,,,,1518.0,45.0,1436.0,17.0,,,,,,
MI,Michigan ,2013,11527.0,7236.0,4291.0,,,,5519.0,1717.0,3820.0,471.0,,,,,,
MN,Minnesota ,2013,8214.0,3728.0,4486.0,,,,3023.0,705.0,4276.0,210.0,,,,,,
MO,Missouri ,2013,8581.0,4652.0,3929.0,,,,3365.0,1287.0,3136.0,793.0,,,,,,
MS,Mississippi ,2013,2403.0,1753.0,650.0,,,,648.0,1105.0,435.0,215.0,,,,,,
MT,Montana ,2013,1878.0,1211.0,667.0,,,,574.0,637.0,520.0,147.0,,,,,,
NC,North Carolina ,2013,12168.0,7530.0,4638.0,,,,5383.0,2147.0,3630.0,1008.0,,,,,,
ND,North Dakota ,2013,2069.0,1230.0,839.0,,,,443.0,787.0,231.0,608.0,,,,,,
NE,Nebraska ,2013,3145.0,1892.0,1253.0,,,,1733.0,159.0,1239.0,14.0,,,,,,
NH,New Hampshire ,2013,1447.0,798.0,649.0,,,,626.0,172.0,619.0,30.0,,,,,,
NJ,New Jersey ,2013,12002.0,6093.0,5909.0,,,,4916.0,1177.0,5687.0,222.0,,,,,,
NM,New Mexico ,2013,2819.0,1786.0,1033.0,,,,1411.0,375.0,980.0,53.0,,,,,,
NV,Nevada ,2013,7039.0,6200.0,839.0,,,,2899.0,3301.0,799.0,40.0,,,,,,
NY,New York ,2013,77430.0,31235.0,46195.0,,,,27214.0,4021.0,46059.0,136.0,,,,,,
OH,Ohio ,2013,12325.0,7611.0,4714.0,,,,6472.0,1139.0,4515.0,199.0,,,,,,
OK,Oklahoma ,2013,4408.0,3179.0,1229.0,,,,2320.0,859.0,942.0,287.0,,,,,,
OR,Oregon ,2013,13822.0,8994.0,4828.0,,,,3602.0,5392.0,2830.0,1998.0,,,,,,
PA,Pennsylvania ,2013,15086.0,7973.0,7113.0,,,,6767.0,1206.0,6960.0,153.0,,,,,,
RI,Rhode Island ,2013,1384.0,862.0,522.0,,,,753.0,109.0,514.0,8.0,,,,,,
SC,South Carolina ,2013,6544.0,4736.0,1808.0,,,,2339.0,2397.0,1072.0,736.0,,,,,,
SD,South Dakota ,2013,1094.0,557.0,537.0,,,,394.0,163.0,361.0,176.0,,,,,,
TN,Tennessee ,2013,9528.0,6909.0,2619.0,,,,4632.0,2277.0,1689.0,930.0,,,,,,
TX,Texas ,2013,29615.0,20758.0,8857.0,,,,9681.0,11077.0,7844.0,1013.0,,,,,,
UT,Utah ,2013,3277.0,1959.0,1318.0,,,,1593.0,366.0,1266.0,52.0,,,,,,
VA,Virginia ,2013,7625.0,4532.0,3093.0,,,,3587.0,945.0,3016.0,77.0,,,,,,
VT,Vermont ,2013,1454.0,701.0,753.0,,,,547.0,154.0,723.0,30.0,,,,,,
WA,Washington ,2013,17760.0,10617.0,7143.0,,,,6032.0,4585.0,6675.0,468.0,,,,,,
WI,Wisconsin ,2013,6104.0,3005.0,3099.0,,,,2703.0,302.0,3033.0,66.0,,,,,,
WV,West Virginia ,2013,2240.0,1544.0,696.0,,,,1038.0,506.0,574.0,122.0,,,,,,
WY,Wyoming ,2013,953.0,677.0,276.0,,,,306.0,371.0,195.0,81.0,,,,,,
AK,Alaska ,2012,1913.0,1298.0,615.0,,,,1157.0,141.0,559.0,56.0,,,,,,
AL,Alabama,2012,5209.0,3825.0,1384.0,,,,2573.0,1252.0,1091.0,293.0,,,,,,
AR,Arkansas ,2012,4214.0,3428.0,786.0,,,,1191.0,2237.0,411.0,375.0,,,,,,
AZ,Arizona ,2012,11302.0,6310.0,4992.0,,,,3786.0,2524.0,4429.0,563.0,,,,,,
CA,California ,2012,120098.0,94888.0,25210.0,,,,26494.0,68394.0,19396.0,5814.0,,,,,,
CO,Colorado ,2012,16768.0,5101.0,11667.0,,,,2847.0,2254.0,4413.0,7254.0,,,,,,
CT,Connecticut ,2012,4209.0,2906.0,1303.0,,,,2252.0,654.0,1262.0,41.0,,,,,,
DC,Washington DC,2012,6954.0,3767.0,3187.0,,,,3088.0,679.0,3187.0,0.0,,,,,,
DE,Delaware ,2012,1008.0,611.0,397.0,,,,589.0,22.0,397.0,0.0,,,,,,
FL,Florida ,2012,55170.0,36771.0,18399.0,,,,12801.0,23970.0,7031.0,11368.0,,,,,,
GA,Georgia ,2012,20516.0,15363.0,5153.0,,,,4816.0,10547.0,3504.0,1649.0,,,,,,
HI,Hawaii ,2012,6246.0,3130.0,3116.0,,,,1075.0,2055.0,2651.0,465.0,,,,,,
IA,Iowa ,2012,2928.0,1446.0,1482.0,,,,1302.0,144.0,1478.0,4.0,,,,,,
ID,Idaho ,2012,1968.0,1175.0,793.0,,,,787.0,388.0,695.0,98.0,,,,,,
IL,Illinois ,2012,14144.0,8269.0,5875.0,,,,5808.0,2461.0,5341.0,534.0,,,,,,
IN,Indiana ,2012,6259.0,3316.0,2943.0,,,,2661.0,655.0,2709.0,234.0,,,,,,
KS,Kansas ,2012,2684.0,1526.0,1158.0,,,,1265.0,261.0,1085.0,73.0,,,,,,
KY,Kentucky ,2012,5230.0,3282.0,1948.0,,,,2555.0,727.0,1764.0,184.0,,,,,,
LA,Louisiana ,2012,7772.0,6322.0,1450.0,,,,2438.0,3884.0,1369.0,81.0,,,,,,
MA,Massachusetts ,2012,17501.0,6289.0,11212.0,,,,5577.0,712.0,11202.0,10.0,,,,,,
MD,Maryland ,2012,9454.0,5727.0,3727.0,,,,3445.0,2282.0,2497.0,1230.0,,,,,,
ME,Maine ,2012,2393.0,1287.0,1106.0,,,,1254.0,33.0,1106.0,0.0,,,,,,
MI,Michigan ,2012,12592.0,7397.0,5195.0,,,,5487.0,1910.0,4783.0,412.0,,,,,,
MN,Minnesota ,2012,7744.0,3540.0,4204.0,,,,2793.0,747.0,3961.0,243.0,,,,,,
MO,Missouri ,2012,10237.0,4855.0,5382.0,,,,3531.0,1324.0,4362.0,1020.0,,,,,,
MS,Mississippi ,2012,2413.0,1794.0,619.0,,,,626.0,1168.0,416.0,203.0,,,,,,
MT,Montana ,2012,1833.0,1166.0,667.0,,,,653.0,513.0,500.0,167.0,,,,,,
NC,North Carolina ,2012,13524.0,8480.0,5044.0,,,,5461.0,3019.0,3348.0,1696.0,,,,,,
ND,North Dakota ,2012,688.0,485.0,203.0,,,,445.0,40.0,190.0,13.0,,,,,,
NE,Nebraska ,2012,3789.0,2215.0,1574.0,,,,1861.0,354.0,1096.0,478.0,,,,,,
NH,New Hampshire ,2012,1496.0,832.0,664.0,,,,683.0,149.0,646.0,18.0,,,,,,
NJ,New Jersey ,2012,13025.0,6603.0,6422.0,,,,5387.0,1216.0,6042.0,380.0,,,,,,
NM,New Mexico ,2012,3245.0,2136.0,1109.0,,,,1471.0,665.0,926.0,183.0,,,,,,
NV,Nevada ,2012,8497.0,7493.0,1004.0,,,,2999.0,4494.0,971.0,33.0,,,,,,
NY,New York ,2012,69566.0,30133.0,39433.0,,,,26097.0,4036.0,39385.0,48.0,,,,,,
OH,Ohio ,2012,13977.0,7855.0,6122.0,,,,6432.0,1423.0,5814.0,308.0,,,,,,
OK,Oklahoma ,2012,5032.0,3454.0,1578.0,,,,2073.0,1381.0,970.0,608.0,,,,,,
OR,Oregon ,2012,15828.0,9788.0,6040.0,,,,3492.0,6296.0,3053.0,2987.0,,,,,,
PA,Pennsylvania ,2012,14736.0,7295.0,7441.0,,,,6316.0,979.0,7344.0,97.0,,,,,,
RI,Rhode Island ,2012,1277.0,788.0,489.0,,,,760.0,28.0,489.0,0.0,,,,,,
SC,South Carolina ,2012,4915.0,3327.0,1588.0,,,,1789.0,1538.0,987.0,601.0,,,,,,
SD,South Dakota ,2012,859.0,512.0,347.0,,,,465.0,47.0,330.0,17.0,,,,,,
TN,Tennessee ,2012,9426.0,6905.0,2521.0,,,,4167.0,2738.0,1611.0,910.0,,,,,,
TX,Texas ,2012,34052.0,20743.0,13309.0,,,,9030.0,11713.0,8471.0,4838.0,,,,,,
UT,Utah ,2012,3527.0,2049.0,1478.0,,,,1641.0,408.0,1411.0,67.0,,,,,,
VA,Virginia ,2012,8424.0,5084.0,3340.0,,,,3799.0,1285.0,3196.0,144.0,,,,,,
VT,Vermont ,2012,1160.0,653.0,507.0,,,,483.0,170.0,454.0,53.0,,,,,,
WA,Washington ,2012,20504.0,11273.0,9231.0,,,,6444.0,4829.0,8583.0,648.0,,,,,,
WI,Wisconsin ,2012,6027.0,3033.0,2994.0,,,,2619.0,414.0,2827.0,167.0,,,,,,
WV,West Virginia ,2012,2410.0,1742.0,668.0,,,,1033.0,709.0,500.0,168.0,,,,,,
WY,Wyoming ,2012,1813.0,1302.0,511.0,,,,292.0,1010.0,183.0,328.0,,,,,,
AK,Alaska ,2011,2128.0,1286.0,842.0,,,,1042.0,244.0,718.0,124.0,,,,,,
AL,Alabama,2011,5558.0,4325.0,1233.0,,,,2782.0,1543.0,967.0,266.0,,,,,,
AR,Arkansas ,2011,3424.0,2505.0,919.0,,,,1320.0,1185.0,482.0,437.0,,,,,,
AZ,Arizona ,2011,10504.0,6403.0,4101.0,,,,3684.0,2719.0,3618.0,483.0,,,,,,
CA,California ,2011,125128.0,97964.0,27164.0,,,,29028.0,68936.0,21663.0,5501.0,,,,,,
CO,Colorado ,2011,15116.0,4546.0,10570.0,,,,2651.0,1895.0,3495.0,7075.0,,,,,,
CT,Connecticut ,2011,4456.0,3071.0,1385.0,,,,2417.0,654.0,1344.0,41.0,,,,,,
DC,Washington DC,2011,6546.0,3858.0,2688.0,,,,3553.0,305.0,2688.0,0.0,,,,,,
DE,Delaware ,2011,1035.0,663.0,372.0,,,,641.0,22.0,372.0,0.0,,,,,,
FL,Florida ,2011,56687.0,37584.0,19103.0,,,,13934.0,23650.0,6890.0,12213.0,,,,,,
GA,Georgia ,2011,20975.0,15975.0,5000.0,,,,5388.0,10587.0,3335.0,1665.0,,,,,,
HI,Hawaii ,2011,6188.0,3195.0,2993.0,,,,1077.0,2118.0,2555.0,438.0,,,,,,
IA,Iowa ,2011,3134.0,1628.0,1506.0,,,,1518.0,110.0,1495.0,11.0,,,,,,
ID,Idaho ,2011,2199.0,1310.0,889.0,,,,841.0,469.0,744.0,145.0,,,,,,
IL,Illinois ,2011,14009.0,8173.0,5836.0,,,,5692.0,2481.0,5397.0,439.0,,,,,,
IN,Indiana ,2011,6196.0,3789.0,2407.0,,,,3256.0,533.0,2294.0,113.0,,,,,,
KS,Kansas ,2011,2511.0,1425.0,1086.0,,,,1200.0,225.0,1022.0,64.0,,,,,,
KY,Kentucky ,2011,6034.0,3842.0,2192.0,,,,3170.0,672.0,2013.0,179.0,,,,,,
LA,Louisiana ,2011,9291.0,7941.0,1350.0,,,,2197.0,5744.0,1208.0,142.0,,,,,,
MA,Massachusetts ,2011,16664.0,6344.0,10320.0,,,,5672.0,672.0,10289.0,31.0,,,,,,
MD,Maryland ,2011,10208.0,6353.0,3855.0,,,,3957.0,2396.0,2539.0,1316.0,,,,,,
ME,Maine ,2011,2447.0,1184.0,1263.0,,,,1157.0,27.0,1261.0,2.0,,,,,,
MI,Michigan ,2011,13185.0,7634.0,5551.0,,,,5721.0,1913.0,5143.0,408.0,,,,,,
MN,Minnesota ,2011,7495.0,3410.0,4085.0,,,,2718.0,692.0,3849.0,236.0,,,,,,
MO,Missouri ,2011,8989.0,4657.0,4332.0,,,,3263.0,1394.0,3455.0,877.0,,,,,,
MS,Mississippi ,2011,2306.0,1825.0,481.0,,,,734.0,1091.0,322.0,159.0,,,,,,
MT,Montana ,2011,1768.0,1094.0,674.0,,,,636.0,458.0,580.0,94.0,,,,,,
NC,North Carolina ,2011,12896.0,8303.0,4593.0,,,,6035.0,2268.0,3210.0,1383.0,,,,,,
ND,North Dakota ,2011,603.0,396.0,207.0,,,,366.0,30.0,194.0,13.0,,,,,,
NE,Nebraska ,2011,3548.0,2210.0,1338.0,,,,1872.0,338.0,1169.0,169.0,,,,,,
NH,New Hampshire ,2011,1469.0,820.0,649.0,,,,631.0,189.0,528.0,121.0,,,,,,
NJ,New Jersey ,2011,14137.0,6841.0,7296.0,,,,5960.0,881.0,6870.0,426.0,,,,,,
NM,New Mexico ,2011,3601.0,2246.0,1355.0,,,,1581.0,665.0,1172.0,183.0,,,,,,
NV,Nevada ,2011,9150.0,7973.0,1177.0,,,,3403.0,4570.0,1142.0,35.0,,,,,,
NY,New York ,2011,63445.0,27338.0,36107.0,,,,23842.0,3496.0,35936.0,171.0,,,,,,
OH,Ohio ,2011,13030.0,7812.0,5218.0,,,,6329.0,1483.0,4895.0,323.0,,,,,,
OK,Oklahoma ,2011,4625.0,3236.0,1389.0,,,,2070.0,1166.0,918.0,471.0,,,,,,
OR,Oregon ,2011,17254.0,9445.0,7809.0,,,,3249.0,6196.0,3763.0,4046.0,,,,,,
PA,Pennsylvania ,2011,15096.0,7867.0,7229.0,,,,6872.0,995.0,7164.0,65.0,,,,,,
RI,Rhode Island ,2011,1070.0,652.0,418.0,,,,621.0,31.0,418.0,0.0,,,,,,
SC,South Carolina ,2011,5093.0,3505.0,1588.0,,,,1967.0,1538.0,987.0,601.0,,,,,,
SD,South Dakota ,2011,826.0,460.0,366.0,,,,413.0,47.0,349.0,17.0,,,,,,
TN,Tennessee ,2011,9113.0,6475.0,2638.0,,,,4238.0,2237.0,1677.0,961.0,,,,,,
TX,Texas ,2011,36911.0,23577.0,13334.0,,,,10407.0,13170.0,8565.0,4769.0,,,,,,
UT,Utah ,2011,3130.0,1842.0,1288.0,,,,1434.0,408.0,1253.0,35.0,,,,,,
VA,Virginia ,2011,8816.0,5231.0,3585.0,,,,4017.0,1214.0,3369.0,216.0,,,,,,
VT,Vermont ,2011,1144.0,637.0,507.0,,,,533.0,104.0,488.0,19.0,,,,,,
WA,Washington ,2011,20439.0,10868.0,9571.0,,,,6218.0,4650.0,8857.0,714.0,,,,,,
WI,Wisconsin ,2011,5785.0,2838.0,2947.0,,,,2504.0,334.0,2851.0,96.0,,,,,,
WV,West Virginia ,2011,2211.0,1662.0,549.0,,,,992.0,670.0,413.0,136.0,,,,,,
WY,Wyoming ,2011,1038.0,320.0,718.0,,,,127.0,193.0,68.0,650.0,,,,,,
AK,Alaska ,2010,1863.0,1118.0,745.0,,,,953.0,165.0,718.0,27.0,,,,,,
AL,Alabama,2010,6046.0,4553.0,1493.0,,,,2857.0,1696.0,1034.0,459.0,,,,,,
AR,Arkansas ,2010,2762.0,2120.0,642.0,,,,1312.0,808.0,416.0,226.0,,,,,,
AZ,Arizona ,2010,13711.0,9226.0,4485.0,,,,3366.0,5860.0,3848.0,637.0,,,,,,
CA,California ,2010,123480.0,96940.0,26540.0,,,,32302.0,64638.0,18597.0,7943.0,,,,,,
CO,Colorado ,2010,15482.0,7574.0,7908.0,,,,4576.0,2998.0,4455.0,3453.0,,,,,,
CT,Connecticut ,2010,4316.0,2993.0,1323.0,,,,2511.0,482.0,1306.0,17.0,,,,,,
DC,Washington DC,2010,6539.0,4016.0,2523.0,,,,3586.0,430.0,2523.0,0.0,,,,,,
DE,Delaware ,2010,982.0,681.0,301.0,,,,629.0,52.0,301.0,0.0,,,,,,
FL,Florida ,2010,57551.0,35738.0,21813.0,,,,13231.0,22507.0,8586.0,13227.0,,,,,,
GA,Georgia ,2010,19836.0,14377.0,5459.0,,,,5612.0,8765.0,3134.0,2325.0,,,,,,
HI,Hawaii ,2010,5834.0,2889.0,2945.0,,,,944.0,1945.0,2591.0,354.0,,,,,,
IA,Iowa ,2010,3014.0,1528.0,1486.0,,,,1426.0,102.0,1477.0,9.0,,,,,,
ID,Idaho ,2010,2346.0,1445.0,901.0,,,,831.0,614.0,733.0,168.0,,,,,,
IL,Illinois ,2010,14395.0,7568.0,6827.0,,,,5767.0,1801.0,6441.0,386.0,,,,,,
IN,Indiana ,2010,6452.0,3588.0,2864.0,,,,2736.0,852.0,2497.0,367.0,,,,,,
KS,Kansas ,2010,2024.0,1318.0,706.0,,,,1166.0,152.0,662.0,44.0,,,,,,
KY,Kentucky ,2010,6623.0,4125.0,2498.0,,,,3261.0,864.0,2338.0,160.0,,,,,,
LA,Louisiana ,2010,12482.0,10101.0,2381.0,,,,2390.0,7711.0,1706.0,675.0,,,,,,
MA,Massachusetts ,2010,16646.0,6403.0,10243.0,,,,5483.0,920.0,10112.0,131.0,,,,,,
MD,Maryland ,2010,10845.0,5999.0,4846.0,,,,3902.0,2097.0,2613.0,2233.0,,,,,,
ME,Maine ,2010,2379.0,1061.0,1318.0,,,,1033.0,28.0,1318.0,0.0,,,,,,
MI,Michigan ,2010,13058.0,7365.0,5693.0,,,,5371.0,1994.0,4848.0,845.0,,,,,,
MN,Minnesota ,2010,7869.0,3605.0,4264.0,,,,2934.0,671.0,3796.0,468.0,,,,,,
MO,Missouri ,2010,8122.0,4427.0,3695.0,,,,3290.0,1137.0,3046.0,649.0,,,,,,
MS,Mississippi ,2010,2743.0,1924.0,819.0,,,,661.0,1263.0,520.0,299.0,,,,,,
MT,Montana ,2010,1615.0,890.0,725.0,,,,562.0,328.0,606.0,119.0,,,,,,
NC,North Carolina ,2010,12191.0,8361.0,3830.0,,,,5892.0,2469.0,3281.0,549.0,,,,,,
ND,North Dakota ,2010,799.0,539.0,260.0,,,,513.0,26.0,255.0,5.0,,,,,,
NE,Nebraska ,2010,3877.0,2423.0,1454.0,,,,2018.0,405.0,1337.0,117.0,,,,,,
NH,New Hampshire ,2010,1574.0,943.0,631.0,,,,740.0,203.0,597.0,34.0,,,,,,
NJ,New Jersey ,2010,13737.0,6520.0,7217.0,,,,5271.0,1249.0,6812.0,405.0,,,,,,
NM,New Mexico ,2010,3475.0,2343.0,1132.0,,,,1102.0,1241.0,1006.0,126.0,,,,,,
NV,Nevada ,2010,11205.0,9565.0,1640.0,,,,6233.0,3332.0,1615.0,25.0,,,,,,
NY,New York ,2010,65606.0,26293.0,39313.0,,,,22292.0,4001.0,39175.0,138.0,,,,,,
OH,Ohio ,2010,12569.0,7719.0,4850.0,,,,6295.0,1424.0,4434.0,416.0,,,,,,
OK,Oklahoma ,2010,5229.0,3317.0,1912.0,,,,2239.0,1078.0,1076.0,836.0,,,,,,
OR,Oregon ,2010,19492.0,10731.0,8761.0,,,,3654.0,7077.0,3577.0,5184.0,,,,,,
PA,Pennsylvania ,2010,14516.0,7191.0,7325.0,,,,6125.0,1066.0,7293.0,32.0,,,,,,
RI,Rhode Island ,2010,1282.0,704.0,578.0,,,,632.0,72.0,574.0,4.0,,,,,,
SC,South Carolina ,2010,4473.0,3194.0,1279.0,,,,1945.0,1249.0,1091.0,188.0,,,,,,
SD,South Dakota ,2010,731.0,445.0,286.0,,,,381.0,64.0,286.0,0.0,,,,,,
TN,Tennessee ,2010,10276.0,7623.0,2653.0,,,,5060.0,2563.0,1939.0,714.0,,,,,,
TX,Texas ,2010,35121.0,24078.0,11043.0,,,,11249.0,12829.0,7942.0,3101.0,,,,,,
UT,Utah ,2010,3284.0,1926.0,1358.0,,,,1393.0,533.0,1329.0,29.0,,,,,,
VA,Virginia ,2010,9080.0,5338.0,3742.0,,,,3966.0,1372.0,3473.0,269.0,,,,,,
VT,Vermont ,2010,1220.0,797.0,423.0,,,,672.0,125.0,406.0,17.0,,,,,,
WA,Washington ,2010,22878.0,11901.0,10977.0,,,,6705.0,5196.0,9784.0,1193.0,,,,,,
WI,Wisconsin ,2010,6333.0,3040.0,3293.0,,,,2598.0,442.0,2655.0,638.0,,,,,,
WV,West Virginia ,2010,2264.0,1527.0,737.0,,,,1048.0,479.0,476.0,261.0,,,,,,
WY,Wyoming ,2010,579.0,327.0,252.0,,,,269.0,58.0,246.0,6.0,,,,,,
AK,Alaska ,2009,1992.0,1239.0,753.0,,,,989.0,250.0,676.0,77.0,,,,,,
AL,Alabama,2009,6080.0,4686.0,1394.0,,,,3031.0,1655.0,882.0,512.0,,,,,,
AR,Arkansas ,2009,2852.0,2181.0,671.0,,,,1297.0,884.0,433.0,238.0,,,,,,
AZ,Arizona ,2009,14721.0,9959.0,4762.0,,,,4291.0,5668.0,4075.0,687.0,,,,,,
CA,California ,2009,123678.0,97534.0,26144.0,,,,32417.0,65117.0,18360.0,7784.0,,,,,,
CO,Colorado ,2009,15268.0,7401.0,7867.0,,,,4576.0,2825.0,4455.0,3412.0,,,,,,
CT,Connecticut ,2009,4605.0,2773.0,1832.0,,,,2288.0,485.0,1815.0,17.0,,,,,,
DC,Washington DC,2009,6228.0,3934.0,2294.0,,,,3613.0,321.0,2294.0,0.0,,,,,,
DE,Delaware ,2009,1130.0,776.0,354.0,,,,729.0,47.0,354.0,0.0,,,,,,
FL,Florida ,2009,55599.0,34432.0,21167.0,,,,13827.0,20605.0,8040.0,13127.0,,,,,,
GA,Georgia ,2009,20360.0,14365.0,5995.0,,,,5765.0,8600.0,3654.0,2341.0,,,,,,
HI,Hawaii ,2009,5782.0,2941.0,2841.0,,,,1009.0,1932.0,2259.0,582.0,,,,,,
IA,Iowa ,2009,3380.0,1655.0,1725.0,,,,1524.0,131.0,1697.0,28.0,,,,,,
ID,Idaho ,2009,1939.0,1117.0,822.0,,,,821.0,296.0,656.0,166.0,,,,,,
IL,Illinois ,2009,14055.0,7475.0,6580.0,,,,5642.0,1833.0,6209.0,371.0,,,,,,
IN,Indiana ,2009,6984.0,4151.0,2833.0,,,,2687.0,1464.0,2519.0,314.0,,,,,,
KS,Kansas ,2009,1892.0,1238.0,654.0,,,,1086.0,152.0,610.0,44.0,,,,,,
KY,Kentucky ,2009,5999.0,3302.0,2697.0,,,,2765.0,537.0,2534.0,163.0,,,,,,
LA,Louisiana ,2009,12504.0,10098.0,2406.0,,,,2387.0,7711.0,1731.0,675.0,,,,,,
MA,Massachusetts ,2009,15482.0,7057.0,8425.0,,,,6174.0,883.0,8302.0,123.0,,,,,,
MD,Maryland ,2009,11698.0,6641.0,5057.0,,,,4623.0,2018.0,2823.0,2234.0,,,,,,
