location,bedroom_size,month,year,price
Hawaii,3br,05,2016,2771.0
Hawaii,3br,05,2017,2793.0
Hawaii,3br,06,2014,2515.0
Hawaii,3br,06,2015,2591.0
Hawaii,3br,06,2016,2783.0
Hawaii,3br,06,2017,2807.0
Hawaii,3br,07,2014,2535.0
Hawaii,3br,07,2015,2630.0
Hawaii,3br,07,2016,2768.0
Hawaii,3br,07,2017,2806.0
Hawaii,3br,08,2014,2547.0
Hawaii,3br,08,2015,2661.0
Hawaii,3br,08,2016,2769.0
Hawaii,3br,08,2017,2806.0
Hawaii,3br,09,2014,2543.0
Hawaii,3br,09,2015,2663.0
Hawaii,3br,09,2016,2766.0
Hawaii,3br,09,2017,2811.0
Hawaii,3br,10,2014,2542.0
Hawaii,3br,10,2015,2680.0
Hawaii,3br,10,2016,2767.0
Hawaii,3br,10,2017,2789.0
Hawaii,3br,11,2014,2557.0
Hawaii,3br,11,2015,2694.0
Hawaii,3br,11,2016,2767.0
Hawaii,3br,11,2017,2775.0
Hawaii,3br,12,2014,2585.0
Hawaii,3br,12,2015,2727.0
Hawaii,3br,12,2016,2775.0
Hawaii,3br,12,2017,2746.0
Hawaii,4br,01,2014,2994.0
Hawaii,4br,01,2015,3115.0
Hawaii,4br,01,2016,3303.0
Hawaii,4br,01,2017,3343.0
Hawaii,4br,02,2014,3017.0
Hawaii,4br,02,2015,3105.0
Hawaii,4br,02,2016,3305.0
Hawaii,4br,02,2017,3349.0
Hawaii,4br,03,2014,3027.0
Hawaii,4br,03,2015,3085.0
Hawaii,4br,03,2016,3285.0
Hawaii,4br,03,2017,3326.0
Hawaii,4br,04,2014,3016.0
Hawaii,4br,04,2015,3082.0
Hawaii,4br,04,2016,3335.0
Hawaii,4br,04,2017,3363.0
Hawaii,4br,05,2014,3028.0
Hawaii,4br,05,2015,3097.0
Hawaii,4br,05,2016,3347.0
Hawaii,4br,05,2017,3375.0
Hawaii,4br,06,2014,3038.0
Hawaii,4br,06,2015,3130.0
Hawaii,4br,06,2016,3362.0
Hawaii,4br,06,2017,3391.0
Hawaii,4br,07,2014,3063.0
Hawaii,4br,07,2015,3177.0
Hawaii,4br,07,2016,3343.0
Hawaii,4br,07,2017,3390.0
Hawaii,4br,08,2014,3077.0
Hawaii,4br,08,2015,3214.0
Hawaii,4br,08,2016,3345.0
Hawaii,4br,08,2017,3390.0
Hawaii,4br,09,2014,3072.0
Hawaii,4br,09,2015,3218.0
Hawaii,4br,09,2016,3341.0
Hawaii,4br,09,2017,3395.0
Hawaii,4br,10,2014,3071.0
Hawaii,4br,10,2015,3238.0
Hawaii,4br,10,2016,3343.0
Hawaii,4br,10,2017,3369.0
Hawaii,4br,11,2014,3089.0
Hawaii,4br,11,2015,3254.0
Hawaii,4br,11,2016,3343.0
Hawaii,4br,11,2017,3352.0
Hawaii,4br,12,2014,3123.0
Hawaii,4br,12,2015,3295.0
Hawaii,4br,12,2016,3353.0
Hawaii,4br,12,2017,3318.0
Idaho,Studio,01,2014,498.0
Idaho,Studio,01,2015,513.0
Idaho,Studio,01,2016,518.0
Idaho,Studio,01,2017,535.0
Idaho,Studio,02,2014,498.0
Idaho,Studio,02,2015,514.0
Idaho,Studio,02,2016,519.0
Idaho,Studio,02,2017,537.0
Idaho,Studio,03,2014,499.0
Idaho,Studio,03,2015,515.0
Idaho,Studio,03,2016,518.0
Idaho,Studio,03,2017,541.0
Idaho,Studio,04,2014,500.0
Idaho,Studio,04,2015,516.0
Idaho,Studio,04,2016,522.0
Idaho,Studio,04,2017,546.0
Idaho,Studio,05,2014,502.0
Idaho,Studio,05,2015,517.0
Idaho,Studio,05,2016,525.0
Idaho,Studio,05,2017,550.0
Idaho,Studio,06,2014,504.0
Idaho,Studio,06,2015,517.0
Idaho,Studio,06,2016,528.0
Idaho,Studio,06,2017,553.0
Idaho,Studio,07,2014,507.0
Idaho,Studio,07,2015,519.0
Idaho,Studio,07,2016,531.0
Idaho,Studio,07,2017,556.0
Idaho,Studio,08,2014,509.0
Idaho,Studio,08,2015,519.0
Idaho,Studio,08,2016,533.0
Idaho,Studio,08,2017,557.0
Idaho,Studio,09,2014,509.0
Idaho,Studio,09,2015,519.0
Idaho,Studio,09,2016,534.0
Idaho,Studio,09,2017,558.0
Idaho,Studio,10,2014,510.0
Idaho,Studio,10,2015,518.0
Idaho,Studio,10,2016,535.0
Idaho,Studio,10,2017,558.0
Idaho,Studio,11,2014,512.0
Idaho,Studio,11,2015,518.0
Idaho,Studio,11,2016,535.0
Idaho,Studio,11,2017,559.0
Idaho,Studio,12,2014,513.0
Idaho,Studio,12,2015,520.0
Idaho,Studio,12,2016,535.0
Idaho,Studio,12,2017,562.0
Idaho,1br,01,2014,567.0
Idaho,1br,01,2015,584.0
Idaho,1br,01,2016,590.0
Idaho,1br,01,2017,609.0
Idaho,1br,02,2014,567.0
Idaho,1br,02,2015,585.0
Idaho,1br,02,2016,590.0
Idaho,1br,02,2017,611.0
Idaho,1br,03,2014,569.0
Idaho,1br,03,2015,586.0
Idaho,1br,03,2016,589.0
Idaho,1br,03,2017,616.0
Idaho,1br,04,2014,569.0
Idaho,1br,04,2015,588.0
Idaho,1br,04,2016,594.0
Idaho,1br,04,2017,621.0
Idaho,1br,05,2014,571.0
Idaho,1br,05,2015,589.0
Idaho,1br,05,2016,598.0
Idaho,1br,05,2017,626.0
Idaho,1br,06,2014,574.0
Idaho,1br,06,2015,589.0
Idaho,1br,06,2016,601.0
Idaho,1br,06,2017,630.0
Idaho,1br,07,2014,578.0
Idaho,1br,07,2015,591.0
Idaho,1br,07,2016,605.0
Idaho,1br,07,2017,633.0
Idaho,1br,08,2014,579.0
Idaho,1br,08,2015,591.0
Idaho,1br,08,2016,607.0
Idaho,1br,08,2017,635.0
Idaho,1br,09,2014,580.0
Idaho,1br,09,2015,591.0
Idaho,1br,09,2016,608.0
Idaho,1br,09,2017,635.0
Idaho,1br,10,2014,581.0
Idaho,1br,10,2015,589.0
Idaho,1br,10,2016,609.0
Idaho,1br,10,2017,636.0
Idaho,1br,11,2014,583.0
Idaho,1br,11,2015,590.0
Idaho,1br,11,2016,609.0
Idaho,1br,11,2017,637.0
Idaho,1br,12,2014,584.0
Idaho,1br,12,2015,592.0
Idaho,1br,12,2016,609.0
Idaho,1br,12,2017,640.0
Idaho,2br,01,2014,734.0
Idaho,2br,01,2015,756.0
Idaho,2br,01,2016,763.0
Idaho,2br,01,2017,788.0
Idaho,2br,02,2014,734.0
Idaho,2br,02,2015,757.0
Idaho,2br,02,2016,764.0
Idaho,2br,02,2017,791.0
Idaho,2br,03,2014,736.0
Idaho,2br,03,2015,759.0
Idaho,2br,03,2016,763.0
Idaho,2br,03,2017,796.0
Idaho,2br,04,2014,737.0
Idaho,2br,04,2015,761.0
Idaho,2br,04,2016,769.0
Idaho,2br,04,2017,804.0
Idaho,2br,05,2014,739.0
Idaho,2br,05,2015,762.0
Idaho,2br,05,2016,774.0
Idaho,2br,05,2017,810.0
Idaho,2br,06,2014,742.0
Idaho,2br,06,2015,762.0
Idaho,2br,06,2016,778.0
Idaho,2br,06,2017,815.0
Idaho,2br,07,2014,747.0
Idaho,2br,07,2015,765.0
Idaho,2br,07,2016,783.0
Idaho,2br,07,2017,819.0
Idaho,2br,08,2014,749.0
Idaho,2br,08,2015,764.0
Idaho,2br,08,2016,785.0
Idaho,2br,08,2017,821.0
Idaho,2br,09,2014,750.0
Idaho,2br,09,2015,764.0
Idaho,2br,09,2016,787.0
Idaho,2br,09,2017,822.0
Idaho,2br,10,2014,751.0
Idaho,2br,10,2015,762.0
Idaho,2br,10,2016,788.0
Idaho,2br,10,2017,822.0
Idaho,2br,11,2014,754.0
Idaho,2br,11,2015,763.0
Idaho,2br,11,2016,788.0
Idaho,2br,11,2017,824.0
Idaho,2br,12,2014,755.0
Idaho,2br,12,2015,765.0
Idaho,2br,12,2016,788.0
Idaho,2br,12,2017,828.0
Idaho,3br,01,2014,1032.0
Idaho,3br,01,2015,1062.0
Idaho,3br,01,2016,1072.0
Idaho,3br,01,2017,1108.0
Idaho,3br,02,2014,1032.0
Idaho,3br,02,2015,1064.0
Idaho,3br,02,2016,1074.0
Idaho,3br,02,2017,1112.0
Idaho,3br,03,2014,1034.0
Idaho,3br,03,2015,1066.0
Idaho,3br,03,2016,1072.0
Idaho,3br,03,2017,1119.0
Idaho,3br,04,2014,1035.0
Idaho,3br,04,2015,1069.0
Idaho,3br,04,2016,1081.0
Idaho,3br,04,2017,1130.0
Idaho,3br,05,2014,1039.0
Idaho,3br,05,2015,1071.0
Idaho,3br,05,2016,1088.0
Idaho,3br,05,2017,1138.0
Idaho,3br,06,2014,1043.0
Idaho,3br,06,2015,1071.0
Idaho,3br,06,2016,1093.0
Idaho,3br,06,2017,1145.0
Idaho,3br,07,2014,1050.0
Idaho,3br,07,2015,1075.0
Idaho,3br,07,2016,1100.0
Idaho,3br,07,2017,1151.0
Idaho,3br,08,2014,1053.0
Idaho,3br,08,2015,1074.0
Idaho,3br,08,2016,1104.0
Idaho,3br,08,2017,1154.0
Idaho,3br,09,2014,1055.0
Idaho,3br,09,2015,1074.0
Idaho,3br,09,2016,1106.0
Idaho,3br,09,2017,1156.0
Idaho,3br,10,2014,1056.0
Idaho,3br,10,2015,1072.0
Idaho,3br,10,2016,1108.0
Idaho,3br,10,2017,1156.0
Idaho,3br,11,2014,1059.0
Idaho,3br,11,2015,1073.0
Idaho,3br,11,2016,1108.0
Idaho,3br,11,2017,1158.0
Idaho,3br,12,2014,1062.0
Idaho,3br,12,2015,1076.0
Idaho,3br,12,2016,1107.0
Idaho,3br,12,2017,1163.0
Idaho,4br,01,2014,1254.0
Idaho,4br,01,2015,1291.0
Idaho,4br,01,2016,1303.0
Idaho,4br,01,2017,1347.0
Idaho,4br,02,2014,1255.0
Idaho,4br,02,2015,1294.0
Idaho,4br,02,2016,1305.0
Idaho,4br,02,2017,1351.0
Idaho,4br,03,2014,1257.0
Idaho,4br,03,2015,1296.0
Idaho,4br,03,2016,1303.0
Idaho,4br,03,2017,1361.0
Idaho,4br,04,2014,1258.0
Idaho,4br,04,2015,1300.0
Idaho,4br,04,2016,1314.0
Idaho,4br,04,2017,1374.0
Idaho,4br,05,2014,1263.0
Idaho,4br,05,2015,1302.0
Idaho,4br,05,2016,1323.0
Idaho,4br,05,2017,1384.0
Idaho,4br,06,2014,1268.0
Idaho,4br,06,2015,1301.0
Idaho,4br,06,2016,1329.0
Idaho,4br,06,2017,1392.0
Idaho,4br,07,2014,1277.0
Idaho,4br,07,2015,1307.0
Idaho,4br,07,2016,1337.0
Idaho,4br,07,2017,1399.0
Idaho,4br,08,2014,1280.0
Idaho,4br,08,2015,1306.0
Idaho,4br,08,2016,1342.0
Idaho,4br,08,2017,1403.0
Idaho,4br,09,2014,1282.0
Idaho,4br,09,2015,1306.0
Idaho,4br,09,2016,1345.0
Idaho,4br,09,2017,1405.0
Idaho,4br,10,2014,1284.0
Idaho,4br,10,2015,1303.0
Idaho,4br,10,2016,1346.0
Idaho,4br,10,2017,1405.0
Idaho,4br,11,2014,1288.0
Idaho,4br,11,2015,1304.0
Idaho,4br,11,2016,1347.0
Idaho,4br,11,2017,1408.0
Idaho,4br,12,2014,1291.0
Idaho,4br,12,2015,1308.0
Idaho,4br,12,2016,1346.0
Idaho,4br,12,2017,1414.0
Illinois,Studio,01,2014,729.0
Illinois,Studio,01,2015,744.0
Illinois,Studio,01,2016,766.0
Illinois,Studio,01,2017,773.0
Illinois,Studio,02,2014,731.0
Illinois,Studio,02,2015,745.0
Illinois,Studio,02,2016,765.0
Illinois,Studio,02,2017,775.0
Illinois,Studio,03,2014,734.0
Illinois,Studio,03,2015,748.0
Illinois,Studio,03,2016,767.0
Illinois,Studio,03,2017,779.0
Illinois,Studio,04,2014,737.0
Illinois,Studio,04,2015,752.0
Illinois,Studio,04,2016,767.0
Illinois,Studio,04,2017,784.0
Illinois,Studio,05,2014,740.0
Illinois,Studio,05,2015,756.0
Illinois,Studio,05,2016,768.0
Illinois,Studio,05,2017,787.0
Illinois,Studio,06,2014,742.0
Illinois,Studio,06,2015,760.0
Illinois,Studio,06,2016,769.0
Illinois,Studio,06,2017,791.0
Illinois,Studio,07,2014,746.0
Illinois,Studio,07,2015,767.0
Illinois,Studio,07,2016,773.0
Illinois,Studio,07,2017,793.0
Illinois,Studio,08,2014,748.0
Illinois,Studio,08,2015,770.0
Illinois,Studio,08,2016,775.0
Illinois,Studio,08,2017,793.0
Illinois,Studio,09,2014,748.0
Illinois,Studio,09,2015,769.0
Illinois,Studio,09,2016,778.0
Illinois,Studio,09,2017,791.0
Illinois,Studio,10,2014,747.0
Illinois,Studio,10,2015,769.0
Illinois,Studio,10,2016,776.0
Illinois,Studio,10,2017,787.0
Illinois,Studio,11,2014,746.0
Illinois,Studio,11,2015,769.0
Illinois,Studio,11,2016,774.0
Illinois,Studio,11,2017,784.0
Illinois,Studio,12,2014,744.0
Illinois,Studio,12,2015,768.0
Illinois,Studio,12,2016,773.0
Illinois,Studio,12,2017,783.0
Illinois,1br,01,2014,841.0
Illinois,1br,01,2015,857.0
Illinois,1br,01,2016,883.0
Illinois,1br,01,2017,891.0
Illinois,1br,02,2014,843.0
Illinois,1br,02,2015,859.0
Illinois,1br,02,2016,882.0
Illinois,1br,02,2017,894.0
Illinois,1br,03,2014,846.0
Illinois,1br,03,2015,862.0
Illinois,1br,03,2016,884.0
Illinois,1br,03,2017,898.0
Illinois,1br,04,2014,850.0
Illinois,1br,04,2015,867.0
Illinois,1br,04,2016,884.0
Illinois,1br,04,2017,904.0
Illinois,1br,05,2014,853.0
Illinois,1br,05,2015,872.0
Illinois,1br,05,2016,886.0
Illinois,1br,05,2017,908.0
Illinois,1br,06,2014,856.0
Illinois,1br,06,2015,877.0
Illinois,1br,06,2016,886.0
Illinois,1br,06,2017,912.0
Illinois,1br,07,2014,860.0
Illinois,1br,07,2015,884.0
Illinois,1br,07,2016,891.0
Illinois,1br,07,2017,915.0
Illinois,1br,08,2014,862.0
Illinois,1br,08,2015,887.0
Illinois,1br,08,2016,893.0
Illinois,1br,08,2017,915.0
Illinois,1br,09,2014,862.0
Illinois,1br,09,2015,887.0
Illinois,1br,09,2016,897.0
Illinois,1br,09,2017,912.0
Illinois,1br,10,2014,861.0
Illinois,1br,10,2015,887.0
Illinois,1br,10,2016,895.0
Illinois,1br,10,2017,907.0
Illinois,1br,11,2014,860.0
Illinois,1br,11,2015,887.0
Illinois,1br,11,2016,893.0
Illinois,1br,11,2017,904.0
Illinois,1br,12,2014,858.0
Illinois,1br,12,2015,885.0
Illinois,1br,12,2016,891.0
Illinois,1br,12,2017,903.0
Illinois,2br,01,2014,1009.0
Illinois,2br,01,2015,1028.0
Illinois,2br,01,2016,1059.0
Illinois,2br,01,2017,1069.0
Illinois,2br,02,2014,1011.0
Illinois,2br,02,2015,1030.0
Illinois,2br,02,2016,1057.0
Illinois,2br,02,2017,1072.0
Illinois,2br,03,2014,1015.0
Illinois,2br,03,2015,1034.0
Illinois,2br,03,2016,1061.0
Illinois,2br,03,2017,1077.0
Illinois,2br,04,2014,1019.0
Illinois,2br,04,2015,1040.0
Illinois,2br,04,2016,1060.0
Illinois,2br,04,2017,1084.0
Illinois,2br,05,2014,1023.0
Illinois,2br,05,2015,1046.0
Illinois,2br,05,2016,1063.0
Illinois,2br,05,2017,1089.0
Illinois,2br,06,2014,1027.0
Illinois,2br,06,2015,1052.0
Illinois,2br,06,2016,1063.0
Illinois,2br,06,2017,1094.0
Illinois,2br,07,2014,1031.0
Illinois,2br,07,2015,1060.0
Illinois,2br,07,2016,1069.0
Illinois,2br,07,2017,1097.0
Illinois,2br,08,2014,1034.0
Illinois,2br,08,2015,1065.0
Illinois,2br,08,2016,1072.0
Illinois,2br,08,2017,1097.0
Illinois,2br,09,2014,1034.0
Illinois,2br,09,2015,1064.0
Illinois,2br,09,2016,1075.0
Illinois,2br,09,2017,1093.0
Illinois,2br,10,2014,1033.0
Illinois,2br,10,2015,1064.0
Illinois,2br,10,2016,1073.0
Illinois,2br,10,2017,1088.0
Illinois,2br,11,2014,1031.0
Illinois,2br,11,2015,1064.0
Illinois,2br,11,2016,1071.0
Illinois,2br,11,2017,1084.0
Illinois,2br,12,2014,1029.0
Illinois,2br,12,2015,1062.0
Illinois,2br,12,2016,1069.0
Illinois,2br,12,2017,1083.0
Illinois,3br,01,2014,1298.0
Illinois,3br,01,2015,1323.0
Illinois,3br,01,2016,1363.0
Illinois,3br,01,2017,1375.0
Illinois,3br,02,2014,1301.0
Illinois,3br,02,2015,1326.0
Illinois,3br,02,2016,1361.0
Illinois,3br,02,2017,1379.0
Illinois,3br,03,2014,1306.0
Illinois,3br,03,2015,1331.0
Illinois,3br,03,2016,1365.0
Illinois,3br,03,2017,1386.0
Illinois,3br,04,2014,1312.0
Illinois,3br,04,2015,1338.0
Illinois,3br,04,2016,1365.0
Illinois,3br,04,2017,1395.0
Illinois,3br,05,2014,1316.0
Illinois,3br,05,2015,1346.0
Illinois,3br,05,2016,1367.0
Illinois,3br,05,2017,1401.0
Illinois,3br,06,2014,1321.0
Illinois,3br,06,2015,1354.0
Illinois,3br,06,2016,1368.0
Illinois,3br,06,2017,1408.0
Illinois,3br,07,2014,1327.0
Illinois,3br,07,2015,1364.0
Illinois,3br,07,2016,1375.0
Illinois,3br,07,2017,1412.0
Illinois,3br,08,2014,1331.0
Illinois,3br,08,2015,1370.0
Illinois,3br,08,2016,1379.0
Illinois,3br,08,2017,1412.0
Illinois,3br,09,2014,1331.0
Illinois,3br,09,2015,1369.0
Illinois,3br,09,2016,1384.0
Illinois,3br,09,2017,1407.0
Illinois,3br,10,2014,1329.0
Illinois,3br,10,2015,1369.0
Illinois,3br,10,2016,1381.0
Illinois,3br,10,2017,1400.0
Illinois,3br,11,2014,1327.0
Illinois,3br,11,2015,1369.0
Illinois,3br,11,2016,1378.0
Illinois,3br,11,2017,1395.0
Illinois,3br,12,2014,1325.0
Illinois,3br,12,2015,1367.0
Illinois,3br,12,2016,1376.0
Illinois,3br,12,2017,1393.0
Illinois,4br,01,2014,1536.0
Illinois,4br,01,2015,1566.0
Illinois,4br,01,2016,1613.0
Illinois,4br,01,2017,1627.0
Illinois,4br,02,2014,1540.0
Illinois,4br,02,2015,1569.0
Illinois,4br,02,2016,1611.0
Illinois,4br,02,2017,1633.0
Illinois,4br,03,2014,1546.0
Illinois,4br,03,2015,1575.0
Illinois,4br,03,2016,1615.0
Illinois,4br,03,2017,1641.0
Illinois,4br,04,2014,1553.0
Illinois,4br,04,2015,1584.0
Illinois,4br,04,2016,1615.0
Illinois,4br,04,2017,1651.0
Illinois,4br,05,2014,1558.0
Illinois,4br,05,2015,1593.0
Illinois,4br,05,2016,1618.0
Illinois,4br,05,2017,1659.0
Illinois,4br,06,2014,1564.0
Illinois,4br,06,2015,1602.0
Illinois,4br,06,2016,1619.0
Illinois,4br,06,2017,1666.0
Illinois,4br,07,2014,1571.0
Illinois,4br,07,2015,1615.0
Illinois,4br,07,2016,1627.0
Illinois,4br,07,2017,1671.0
Illinois,4br,08,2014,1575.0
Illinois,4br,08,2015,1622.0
Illinois,4br,08,2016,1632.0
Illinois,4br,08,2017,1671.0
Illinois,4br,09,2014,1575.0
Illinois,4br,09,2015,1621.0
Illinois,4br,09,2016,1638.0
Illinois,4br,09,2017,1665.0
Illinois,4br,10,2014,1573.0
Illinois,4br,10,2015,1620.0
Illinois,4br,10,2016,1635.0
Illinois,4br,10,2017,1657.0
Illinois,4br,11,2014,1570.0
Illinois,4br,11,2015,1621.0
Illinois,4br,11,2016,1631.0
Illinois,4br,11,2017,1651.0
Illinois,4br,12,2014,1568.0
Illinois,4br,12,2015,1618.0
Illinois,4br,12,2016,1628.0
Illinois,4br,12,2017,1649.0
Indiana,Studio,01,2014,528.0
Indiana,Studio,01,2015,534.0
Indiana,Studio,01,2016,537.0
Indiana,Studio,01,2017,545.0
Indiana,Studio,02,2014,528.0
Indiana,Studio,02,2015,533.0
Indiana,Studio,02,2016,537.0
Indiana,Studio,02,2017,546.0
Indiana,Studio,03,2014,529.0
Indiana,Studio,03,2015,532.0
Indiana,Studio,03,2016,537.0
Indiana,Studio,03,2017,547.0
Indiana,Studio,04,2014,531.0
Indiana,Studio,04,2015,532.0
Indiana,Studio,04,2016,539.0
Indiana,Studio,04,2017,550.0
Indiana,Studio,05,2014,532.0
Indiana,Studio,05,2015,532.0
Indiana,Studio,05,2016,541.0
Indiana,Studio,05,2017,551.0
Indiana,Studio,06,2014,533.0
Indiana,Studio,06,2015,532.0
Indiana,Studio,06,2016,542.0
Indiana,Studio,06,2017,553.0
Indiana,Studio,07,2014,535.0
Indiana,Studio,07,2015,533.0
Indiana,Studio,07,2016,543.0
Indiana,Studio,07,2017,554.0
Indiana,Studio,08,2014,535.0
Indiana,Studio,08,2015,535.0
Indiana,Studio,08,2016,544.0
Indiana,Studio,08,2017,555.0
Indiana,Studio,09,2014,534.0
Indiana,Studio,09,2015,535.0
Indiana,Studio,09,2016,544.0
Indiana,Studio,09,2017,555.0
Indiana,Studio,10,2014,533.0
Indiana,Studio,10,2015,535.0
Indiana,Studio,10,2016,545.0
Indiana,Studio,10,2017,554.0
Indiana,Studio,11,2014,534.0
Indiana,Studio,11,2015,536.0
Indiana,Studio,11,2016,545.0
Indiana,Studio,11,2017,555.0
Indiana,Studio,12,2014,534.0
Indiana,Studio,12,2015,537.0
Indiana,Studio,12,2016,545.0
Indiana,Studio,12,2017,555.0
Indiana,1br,01,2014,614.0
Indiana,1br,01,2015,621.0
Indiana,1br,01,2016,625.0
Indiana,1br,01,2017,634.0
Indiana,1br,02,2014,615.0
Indiana,1br,02,2015,621.0
Indiana,1br,02,2016,625.0
Indiana,1br,02,2017,635.0
Indiana,1br,03,2014,616.0
Indiana,1br,03,2015,619.0
Indiana,1br,03,2016,625.0
Indiana,1br,03,2017,637.0
Indiana,1br,04,2014,618.0
Indiana,1br,04,2015,620.0
Indiana,1br,04,2016,628.0
Indiana,1br,04,2017,640.0
Indiana,1br,05,2014,619.0
Indiana,1br,05,2015,619.0
Indiana,1br,05,2016,630.0
Indiana,1br,05,2017,642.0
Indiana,1br,06,2014,620.0
Indiana,1br,06,2015,619.0
Indiana,1br,06,2016,631.0
Indiana,1br,06,2017,643.0
Indiana,1br,07,2014,622.0
Indiana,1br,07,2015,621.0
Indiana,1br,07,2016,632.0
Indiana,1br,07,2017,645.0
Indiana,1br,08,2014,622.0
Indiana,1br,08,2015,622.0
Indiana,1br,08,2016,633.0
Indiana,1br,08,2017,646.0
Indiana,1br,09,2014,622.0
Indiana,1br,09,2015,623.0
Indiana,1br,09,2016,634.0
Indiana,1br,09,2017,645.0
Indiana,1br,10,2014,621.0
Indiana,1br,10,2015,623.0
Indiana,1br,10,2016,634.0
Indiana,1br,10,2017,645.0
Indiana,1br,11,2014,621.0
Indiana,1br,11,2015,624.0
Indiana,1br,11,2016,634.0
Indiana,1br,11,2017,646.0
Indiana,1br,12,2014,622.0
Indiana,1br,12,2015,625.0
Indiana,1br,12,2016,634.0
Indiana,1br,12,2017,646.0
Indiana,2br,01,2014,772.0
Indiana,2br,01,2015,781.0
Indiana,2br,01,2016,786.0
Indiana,2br,01,2017,797.0
Indiana,2br,02,2014,773.0
Indiana,2br,02,2015,780.0
Indiana,2br,02,2016,786.0
Indiana,2br,02,2017,798.0
Indiana,2br,03,2014,774.0
Indiana,2br,03,2015,779.0
Indiana,2br,03,2016,786.0
Indiana,2br,03,2017,801.0
Indiana,2br,04,2014,776.0
Indiana,2br,04,2015,779.0
Indiana,2br,04,2016,789.0
Indiana,2br,04,2017,804.0
Indiana,2br,05,2014,778.0
Indiana,2br,05,2015,778.0
Indiana,2br,05,2016,792.0
Indiana,2br,05,2017,806.0
Indiana,2br,06,2014,780.0
Indiana,2br,06,2015,778.0
Indiana,2br,06,2016,793.0
Indiana,2br,06,2017,809.0
Indiana,2br,07,2014,782.0
Indiana,2br,07,2015,780.0
Indiana,2br,07,2016,795.0
Indiana,2br,07,2017,811.0
Indiana,2br,08,2014,782.0
Indiana,2br,08,2015,782.0
Indiana,2br,08,2016,795.0
Indiana,2br,08,2017,811.0
Indiana,2br,09,2014,781.0
Indiana,2br,09,2015,783.0
Indiana,2br,09,2016,796.0
Indiana,2br,09,2017,811.0
Indiana,2br,10,2014,780.0
Indiana,2br,10,2015,783.0
Indiana,2br,10,2016,796.0
Indiana,2br,10,2017,811.0
Indiana,2br,11,2014,781.0
Indiana,2br,11,2015,784.0
Indiana,2br,11,2016,797.0
Indiana,2br,11,2017,812.0
Indiana,2br,12,2014,782.0
Indiana,2br,12,2015,786.0
Indiana,2br,12,2016,797.0
Indiana,2br,12,2017,812.0
Indiana,3br,01,2014,1015.0
Indiana,3br,01,2015,1027.0
Indiana,3br,01,2016,1033.0
Indiana,3br,01,2017,1048.0
Indiana,3br,02,2014,1016.0
Indiana,3br,02,2015,1026.0
Indiana,3br,02,2016,1033.0
Indiana,3br,02,2017,1050.0
Indiana,3br,03,2014,1018.0
Indiana,3br,03,2015,1024.0
Indiana,3br,03,2016,1033.0
Indiana,3br,03,2017,1053.0
Indiana,3br,04,2014,1021.0
Indiana,3br,04,2015,1024.0
Indiana,3br,04,2016,1037.0
Indiana,3br,04,2017,1058.0
Indiana,3br,05,2014,1023.0
Indiana,3br,05,2015,1023.0
Indiana,3br,05,2016,1041.0
Indiana,3br,05,2017,1061.0
Indiana,3br,06,2014,1025.0
Indiana,3br,06,2015,1023.0
Indiana,3br,06,2016,1043.0
Indiana,3br,06,2017,1064.0
Indiana,3br,07,2014,1028.0
Indiana,3br,07,2015,1026.0
Indiana,3br,07,2016,1045.0
Indiana,3br,07,2017,1066.0
Indiana,3br,08,2014,1028.0
Indiana,3br,08,2015,1028.0
Indiana,3br,08,2016,1046.0
Indiana,3br,08,2017,1067.0
Indiana,3br,09,2014,1027.0
Indiana,3br,09,2015,1029.0
Indiana,3br,09,2016,1047.0
Indiana,3br,09,2017,1067.0
Indiana,3br,10,2014,1026.0
Indiana,3br,10,2015,1029.0
Indiana,3br,10,2016,1047.0
Indiana,3br,10,2017,1066.0
Indiana,3br,11,2014,1027.0
Indiana,3br,11,2015,1031.0
Indiana,3br,11,2016,1048.0
Indiana,3br,11,2017,1067.0
Indiana,3br,12,2014,1028.0
Indiana,3br,12,2015,1033.0
Indiana,3br,12,2016,1048.0
Indiana,3br,12,2017,1068.0
Indiana,4br,01,2014,1146.0
Indiana,4br,01,2015,1160.0
Indiana,4br,01,2016,1167.0
Indiana,4br,01,2017,1184.0
Indiana,4br,02,2014,1148.0
Indiana,4br,02,2015,1159.0
Indiana,4br,02,2016,1167.0
Indiana,4br,02,2017,1186.0
Indiana,4br,03,2014,1151.0
Indiana,4br,03,2015,1157.0
Indiana,4br,03,2016,1167.0
Indiana,4br,03,2017,1190.0
Indiana,4br,04,2014,1153.0
Indiana,4br,04,2015,1157.0
Indiana,4br,04,2016,1172.0
Indiana,4br,04,2017,1195.0
Indiana,4br,05,2014,1156.0
Indiana,4br,05,2015,1156.0
Indiana,4br,05,2016,1176.0
Indiana,4br,05,2017,1198.0
Indiana,4br,06,2014,1158.0
Indiana,4br,06,2015,1156.0
Indiana,4br,06,2016,1178.0
Indiana,4br,06,2017,1201.0
Indiana,4br,07,2014,1162.0
Indiana,4br,07,2015,1159.0
Indiana,4br,07,2016,1181.0
Indiana,4br,07,2017,1205.0
Indiana,4br,08,2014,1162.0
Indiana,4br,08,2015,1162.0
Indiana,4br,08,2016,1182.0
Indiana,4br,08,2017,1205.0
Indiana,4br,09,2014,1161.0
Indiana,4br,09,2015,1163.0
Indiana,4br,09,2016,1183.0
