year,total,individual,family,youth,child,yadult,yparent,yparent_u18,yparent_18to24,ypchild,state,population,per_capita,individual_rent,family_rent
2016,4111.0,3019.0,1092.0,254.0,28.0,226.0,31.0,5.0,26.0,45.0,Alabama,4860545.0,0.8457899268497668,610.8333333333334,1003.0833333333334
2016,2463.0,1838.0,625.0,201.0,49.0,152.0,13.0,0.0,13.0,13.0,Arkansas,2988231.0,0.8242334678945503,536.0416666666666,928.0
2016,9707.0,6659.0,3048.0,589.0,100.0,489.0,150.0,1.0,149.0,222.0,Arizona,6908642.0,1.4050518177088926,714.6666666666666,1343.9166666666667
2016,118142.0,97660.0,20482.0,11222.0,847.0,10375.0,862.0,10.0,852.0,1098.0,California,39296476.0,3.006427344782774,1257.8333333333333,2308.722222222222
2016,10550.0,6450.0,4100.0,653.0,39.0,614.0,157.0,2.0,155.0,217.0,Colorado,5530105.0,1.9077395456324968,902.75,1703.6666666666667
2016,3902.0,2570.0,1332.0,119.0,8.0,111.0,61.0,0.0,61.0,93.0,Connecticut,3587685.0,1.0876094194445722,971.5,1651.888888888889
2016,8350.0,3683.0,4667.0,211.0,10.0,201.0,527.0,0.0,527.0,688.0,Washington DC,,,,
2016,1070.0,753.0,317.0,51.0,0.0,51.0,10.0,0.0,10.0,20.0,Delaware,952698.0,1.1231261113175424,879.0416666666666,1461.25
2016,33559.0,24201.0,9358.0,2094.0,514.0,1580.0,320.0,5.0,315.0,485.0,Florida,20656589.0,1.6246147899829928,851.375,1513.4722222222222
2016,12909.0,9265.0,3644.0,725.0,17.0,708.0,90.0,0.0,90.0,125.0,Georgia,10313620.0,1.2516458818533165,792.875,1263.388888888889
2016,7921.0,4590.0,3331.0,309.0,26.0,283.0,92.0,1.0,91.0,85.0,Hawaii,1428683.0,5.5442669927478665,1385.0,2673.3055555555557
2016,3064.0,1543.0,1521.0,160.0,18.0,142.0,112.0,0.0,112.0,177.0,Iowa,3130869.0,0.9786420319725928,558.9583333333334,983.4166666666666
2016,2247.0,1284.0,963.0,130.0,16.0,114.0,39.0,0.0,39.0,49.0,Idaho,1680026.0,1.337479300915581,564.25,1066.1944444444443
2016,11590.0,6986.0,4604.0,719.0,28.0,691.0,340.0,1.0,339.0,467.0,Illinois,12835726.0,0.9029485359846416,829.8333333333334,1353.7777777777778
2016,5798.0,3824.0,1974.0,365.0,37.0,328.0,88.0,0.0,88.0,147.0,Indiana,6634007.0,0.8739815921207198,586.0,1003.6666666666666
2016,2255.0,1228.0,1027.0,106.0,19.0,87.0,17.0,0.0,17.0,23.0,Kansas,2907731.0,0.7755187807950598,591.2916666666666,1068.8333333333333
2016,4237.0,2949.0,1288.0,220.0,21.0,199.0,73.0,0.0,73.0,109.0,Kentucky,4436113.0,0.9551154355175352,557.2083333333334,983.2777777777778
2016,3994.0,3176.0,818.0,408.0,63.0,345.0,47.0,1.0,46.0,85.0,Louisiana,4686157.0,0.8522975222554431,638.75,1053.361111111111
2016,19608.0,6434.0,13174.0,374.0,15.0,359.0,554.0,6.0,548.0,699.0,Massachusetts,6823721.0,2.873505525797435,1154.625,1864.8333333333333
2016,7689.0,4983.0,2706.0,279.0,15.0,264.0,148.0,0.0,148.0,225.0,Maryland,6024752.0,1.2762351047810765,1144.25,1886.9166666666667
2016,2241.0,1321.0,920.0,177.0,31.0,146.0,34.0,3.0,31.0,38.0,Maine,1330232.0,1.6846685390217646,728.5416666666666,1195.861111111111
2016,9316.0,5803.0,3513.0,725.0,102.0,623.0,251.0,6.0,245.0,381.0,Michigan,9933445.0,0.9378418061407701,635.0,1120.4166666666667
2016,7341.0,3669.0,3672.0,730.0,89.0,641.0,254.0,9.0,245.0,377.0,Minnesota,5525050.0,1.32867575859042,726.8333333333334,1355.6666666666667
2016,6194.0,3810.0,2384.0,638.0,201.0,437.0,138.0,5.0,133.0,204.0,Missouri,6091176.0,1.0168808125064848,607.2083333333334,1081.611111111111
2016,1738.0,1299.0,439.0,85.0,10.0,75.0,14.0,0.0,14.0,23.0,Mississippi,2985415.0,0.5821636187933671,601.375,990.9444444444445
2016,1418.0,844.0,574.0,100.0,13.0,87.0,22.0,0.0,22.0,22.0,Montana,1038656.0,1.3652258303037772,567.2083333333334,1027.9166666666667
2016,9559.0,6396.0,3163.0,497.0,65.0,432.0,135.0,0.0,135.0,200.0,North Carolina,10156689.0,0.9411531651702636,681.7083333333334,1128.3055555555557
2016,923.0,662.0,261.0,74.0,10.0,64.0,13.0,0.0,13.0,18.0,North Dakota,755548.0,1.2216298633574572,581.5,1048.0555555555557
2016,2754.0,1880.0,874.0,238.0,40.0,198.0,34.0,0.0,34.0,44.0,Nebraska,1907603.0,1.4436966182166835,576.6666666666666,1042.6944444444443
2016,1366.0,827.0,539.0,80.0,1.0,79.0,32.0,1.0,31.0,61.0,New Hampshire,1335015.0,1.0232094770470743,920.2916666666666,1567.8333333333333
2016,8895.0,5540.0,3355.0,533.0,34.0,499.0,269.0,0.0,269.0,337.0,New Jersey,8978416.0,0.9907092743307951,1128.7083333333333,1866.8055555555557
2016,2263.0,1556.0,707.0,188.0,69.0,119.0,14.0,0.0,14.0,23.0,New Mexico,2085432.0,1.0851468664526105,595.4166666666666,1066.611111111111
2016,7398.0,6853.0,545.0,1672.0,292.0,1380.0,34.0,1.0,33.0,42.0,Nevada,2939254.0,2.516965189126221,728.25,1404.9166666666667
2016,86352.0,35315.0,51037.0,2889.0,188.0,2701.0,2724.0,11.0,2713.0,3311.0,New York,19836286.0,4.353234269761992,1185.75,1827.5833333333333
2016,10404.0,6946.0,3458.0,622.0,46.0,576.0,225.0,5.0,220.0,340.0,Ohio,11622554.0,0.8951560904771877,590.0,1032.9166666666667
2016,4107.0,2997.0,1110.0,410.0,39.0,371.0,50.0,0.0,50.0,70.0,Oklahoma,3921207.0,1.0473815842927956,560.4166666666666,1000.1388888888889
2016,13238.0,9379.0,3859.0,1175.0,236.0,939.0,133.0,0.0,133.0,169.0,Oregon,4085989.0,3.2398520896654395,908.0833333333334,1647.0555555555557
2016,15339.0,8599.0,6740.0,868.0,63.0,805.0,549.0,4.0,545.0,779.0,Pennsylvania,12787085.0,1.1995697221063284,740.375,1205.6944444444443
2016,1160.0,859.0,301.0,64.0,0.0,64.0,21.0,0.0,21.0,31.0,Rhode Island,1057566.0,1.0968582575461012,872.2083333333334,1415.0
2016,5051.0,3758.0,1293.0,266.0,20.0,246.0,48.0,2.0,46.0,76.0,South Carolina,4959822.0,1.0183833210143427,695.8333333333334,1164.888888888889
2016,1072.0,548.0,524.0,77.0,9.0,68.0,19.0,1.0,18.0,25.0,South Dakota,861542.0,1.2442806038475198,513.75,921.7222222222222
2016,8779.0,6652.0,2127.0,416.0,26.0,390.0,107.0,0.0,107.0,147.0,Tennessee,6649404.0,1.320268703781572,627.75,1070.138888888889
2016,23122.0,15959.0,7163.0,1309.0,187.0,1122.0,309.0,5.0,304.0,465.0,Texas,27904862.0,0.8286011233454587,759.3333333333334,1353.4722222222222
2016,2807.0,1828.0,979.0,150.0,18.0,132.0,17.0,0.0,17.0,30.0,Utah,3044321.0,0.9220446858264948,677.3333333333334,1254.0833333333333
2016,6268.0,3959.0,2309.0,322.0,12.0,310.0,102.0,1.0,101.0,146.0,Virginia,8414380.0,0.7449152522229802,990.8333333333334,1591.6944444444443
2016,1117.0,655.0,462.0,71.0,1.0,70.0,46.0,0.0,46.0,49.0,Vermont,623354.0,1.7919191984009086,902.0454545454545,1516.7878787878788
2016,20827.0,13900.0,6927.0,1307.0,92.0,1215.0,295.0,6.0,289.0,455.0,Washington,7280934.0,2.860484657600248,1014.3333333333334,1876.7777777777778
2016,5685.0,2886.0,2799.0,337.0,25.0,312.0,188.0,0.0,188.0,267.0,Wisconsin,5772917.0,0.9847707839901388,611.5,1062.861111111111
2016,1387.0,1039.0,348.0,95.0,6.0,89.0,19.0,0.0,19.0,35.0,West Virginia,1828637.0,0.7584884260790961,574.25,938.6111111111111
2016,857.0,517.0,340.0,31.0,3.0,28.0,15.0,0.0,15.0,17.0,Wyoming,584910.0,1.4651826776769077,580.0833333333334,1041.2222222222222
2015,1956.0,1342.0,614.0,155.0,24.0,131.0,18.0,0.0,18.0,21.0,Alaska,737979.0,2.6504819242823983,912.9166666666666,1706.1944444444443
2015,3970.0,2868.0,1102.0,228.0,32.0,196.0,25.0,5.0,20.0,35.0,Alabama,4850858.0,0.8184119180565582,605.875,995.0555555555555
2015,2560.0,1833.0,727.0,188.0,0.0,188.0,22.0,0.0,22.0,20.0,Arkansas,2975626.0,0.8603231723341576,532.4583333333334,921.5555555555555
2015,9896.0,6548.0,3348.0,621.0,83.0,538.0,166.0,6.0,160.0,194.0,Arizona,6802262.0,1.4548101793197614,690.7083333333334,1298.9166666666667
2015,115738.0,93156.0,22582.0,10416.0,892.0,9524.0,854.0,11.0,843.0,1160.0,California,39032444.0,2.965174304739924,1202.25,2206.6666666666665
2015,9953.0,5729.0,4224.0,566.0,82.0,484.0,171.0,1.0,170.0,226.0,Colorado,5440445.0,1.8294459368672968,863.2916666666666,1629.111111111111
2015,4047.0,2719.0,1328.0,124.0,11.0,113.0,43.0,0.0,43.0,65.0,Connecticut,3593862.0,1.1260866443953608,957.0,1627.0833333333333
2015,7298.0,3821.0,3477.0,200.0,7.0,193.0,366.0,0.0,366.0,544.0,Washington DC,,,,
2015,953.0,602.0,351.0,57.0,3.0,54.0,21.0,0.0,21.0,41.0,Delaware,944107.0,1.009419483172988,851.4166666666666,1415.4166666666667
2015,35900.0,26325.0,9575.0,2371.0,593.0,1778.0,315.0,10.0,305.0,449.0,Florida,20268567.0,1.7712154983625632,826.7083333333334,1469.5833333333333
2015,13790.0,9702.0,4088.0,575.0,15.0,560.0,51.0,0.0,51.0,98.0,Georgia,10199533.0,1.3520226857445337,758.25,1208.111111111111
2015,7620.0,4307.0,3313.0,303.0,24.0,279.0,95.0,1.0,94.0,93.0,Hawaii,1426320.0,5.342419653373717,1315.9583333333333,2539.9444444444443
2015,3081.0,1501.0,1580.0,179.0,7.0,172.0,124.0,4.0,120.0,139.0,Iowa,3118473.0,0.987983541945048,550.4583333333334,968.4722222222222
2015,1966.0,1172.0,794.0,129.0,4.0,125.0,22.0,0.0,22.0,31.0,Idaho,1649324.0,1.1920035117417802,552.9166666666666,1044.5833333333333
2015,13177.0,8152.0,5025.0,832.0,38.0,794.0,351.0,2.0,349.0,522.0,Illinois,12862051.0,1.0244866856771129,817.8333333333334,1334.4722222222222
2015,5863.0,3914.0,1949.0,373.0,36.0,337.0,103.0,3.0,100.0,149.0,Indiana,6610596.0,0.8869094405406109,577.625,989.4166666666666
2015,2588.0,1466.0,1122.0,89.0,3.0,86.0,28.0,0.0,28.0,31.0,Kansas,2905789.0,0.8906358995783933,581.2083333333334,1050.6666666666667
2015,4538.0,3151.0,1387.0,248.0,27.0,221.0,75.0,0.0,75.0,99.0,Kentucky,4422057.0,1.026219245930118,542.7916666666666,957.9166666666666
2015,4081.0,3217.0,864.0,389.0,30.0,359.0,61.0,0.0,61.0,105.0,Louisiana,4671211.0,0.8736492528382896,641.7083333333334,1058.5
2015,21135.0,6378.0,14757.0,415.0,5.0,410.0,839.0,10.0,829.0,1070.0,Massachusetts,6794002.0,3.110832172260179,1116.4166666666667,1803.2777777777778
2015,8390.0,5383.0,3007.0,481.0,54.0,427.0,138.0,0.0,138.0,217.0,Maryland,6000561.0,1.3982026013901034,1119.7083333333333,1845.9444444444443
2015,2372.0,1219.0,1153.0,146.0,18.0,128.0,56.0,0.0,56.0,67.0,Maine,1327787.0,1.7864311067964969,708.5,1163.0555555555557
2015,10516.0,6546.0,3970.0,975.0,160.0,815.0,262.0,0.0,262.0,400.0,Michigan,9918170.0,1.0602762404758137,618.6666666666666,1091.2222222222222
2015,7546.0,3622.0,3924.0,733.0,131.0,602.0,276.0,13.0,263.0,373.0,Minnesota,5483238.0,1.3761941393023611,703.5416666666666,1312.0
2015,6482.0,3434.0,3048.0,474.0,101.0,373.0,109.0,7.0,102.0,173.0,Missouri,6072640.0,1.067410549612689,593.5,1057.0555555555557
2015,1983.0,1475.0,508.0,93.0,25.0,68.0,9.0,0.0,9.0,21.0,Mississippi,2985297.0,0.6642555162853143,594.4166666666666,979.6111111111111
2015,1709.0,1127.0,582.0,171.0,13.0,158.0,41.0,9.0,32.0,55.0,Montana,1028317.0,1.6619388768249481,565.25,1024.4166666666667
2015,10685.0,7156.0,3529.0,631.0,79.0,552.0,115.0,2.0,113.0,159.0,North Carolina,10041769.0,1.0640555463882906,666.3333333333334,1102.9722222222222
2015,1305.0,864.0,441.0,142.0,18.0,124.0,11.0,0.0,11.0,17.0,North Dakota,754859.0,1.728799683119629,617.25,1112.361111111111
2015,2744.0,1720.0,1024.0,238.0,29.0,209.0,47.0,0.0,47.0,69.0,Nebraska,1893564.0,1.4491192270237498,566.2083333333334,1023.6666666666666
2015,1445.0,778.0,667.0,91.0,6.0,85.0,35.0,0.0,35.0,40.0,New Hampshire,1330134.0,1.086356712932682,876.9166666666666,1493.9166666666667
2015,10098.0,6189.0,3909.0,643.0,47.0,596.0,369.0,0.0,369.0,492.0,New Jersey,8960001.0,1.127008802789196,1099.7083333333333,1818.638888888889
2015,2629.0,1666.0,963.0,193.0,54.0,139.0,33.0,0.0,33.0,52.0,New Mexico,2082264.0,1.262568050929181,587.375,1052.0833333333333
2015,8743.0,7858.0,885.0,2310.0,825.0,1485.0,48.0,5.0,43.0,74.0,Nevada,2883057.0,3.0325449687605897,700.9166666666666,1352.388888888889
2015,88250.0,36135.0,52115.0,2626.0,133.0,2493.0,2470.0,10.0,2460.0,3013.0,New York,19819347.0,4.4527198600438265,1176.2083333333333,1812.75
2015,11182.0,7565.0,3617.0,770.0,49.0,721.0,237.0,3.0,234.0,355.0,Ohio,11606027.0,0.96346493076399,575.625,1007.8611111111111
2015,3777.0,2781.0,996.0,460.0,84.0,376.0,50.0,0.0,50.0,92.0,Oklahoma,3904353.0,0.9673817915541959,558.625,996.7777777777778
2015,13226.0,9461.0,3765.0,1350.0,388.0,962.0,135.0,0.0,135.0,155.0,Oregon,4016537.0,3.2928863844650254,843.1666666666666,1529.0
2015,15421.0,8605.0,6816.0,871.0,37.0,834.0,573.0,4.0,569.0,792.0,Pennsylvania,12791124.0,1.205601634383343,725.8333333333334,1182.388888888889
2015,1111.0,706.0,405.0,47.0,4.0,43.0,35.0,0.0,35.0,44.0,Rhode Island,1055916.0,1.052167028437868,848.2083333333334,1375.9166666666667
2015,5354.0,3934.0,1420.0,195.0,13.0,182.0,63.0,1.0,62.0,95.0,South Carolina,4892423.0,1.094345276358974,671.125,1123.361111111111
2015,1036.0,630.0,406.0,108.0,8.0,100.0,29.0,0.0,29.0,36.0,South Dakota,854036.0,1.2130636179271133,515.3333333333334,924.6388888888889
2015,9123.0,6516.0,2607.0,673.0,14.0,659.0,65.0,0.0,65.0,94.0,Tennessee,6590726.0,1.3842177629596495,611.7083333333334,1042.8333333333333
2015,23678.0,16265.0,7413.0,1416.0,218.0,1198.0,161.0,3.0,158.0,252.0,Texas,27454880.0,0.8624331994894896,738.875,1316.8333333333333
2015,3025.0,1809.0,1216.0,132.0,11.0,121.0,34.0,0.0,34.0,40.0,Utah,2984917.0,1.0134285140926866,651.6666666666666,1206.361111111111
2015,7001.0,4190.0,2811.0,330.0,12.0,318.0,129.0,0.0,129.0,187.0,Virginia,8366767.0,0.8367628738794806,968.8333333333334,1556.25
2015,1523.0,910.0,613.0,101.0,4.0,97.0,34.0,1.0,33.0,35.0,Vermont,624455.0,2.4389267441208737,891.0,1498.1666666666667
2015,19419.0,12526.0,6893.0,1341.0,154.0,1187.0,310.0,12.0,298.0,351.0,Washington,7152818.0,2.7148740538344467,943.5,1745.6944444444443
2015,6057.0,2992.0,3065.0,334.0,33.0,301.0,195.0,0.0,195.0,284.0,Wisconsin,5759744.0,1.0516092381883642,602.125,1046.75
2015,1835.0,1414.0,421.0,145.0,11.0,134.0,23.0,3.0,20.0,29.0,West Virginia,1839767.0,0.9974089110197106,579.875,947.9166666666666
2015,798.0,500.0,298.0,37.0,4.0,33.0,12.0,0.0,12.0,20.0,Wyoming,586102.0,1.3615377528143566,593.8333333333334,1065.8333333333333
2014,1784.0,1209.0,575.0,,,,,,,,Alaska,736759.0,2.421415958271293,912.75,1705.861111111111
2014,4561.0,3115.0,1446.0,,,,,,,,Alabama,4840037.0,0.9423481679995422,602.4583333333334,989.3333333333334
2014,2936.0,2303.0,633.0,,,,,,,,Arkansas,2964800.0,0.9902860226659472,528.0416666666666,913.7222222222222
2014,10495.0,6194.0,4301.0,,,,,,,,Arizona,6706435.0,1.564914891443815,665.2083333333334,1251.0555555555557
2014,113952.0,90765.0,23187.0,,,,,,,,California,38701278.0,2.944398890393232,1132.7083333333333,2079.0555555555557
2014,10028.0,5573.0,4455.0,,,,,,,,Colorado,5342311.0,1.8770902704840655,799.9166666666666,1509.5833333333333
2014,4450.0,3069.0,1381.0,,,,,,,,Connecticut,3600188.0,1.2360465620128729,939.7083333333334,1597.9166666666667
2014,7748.0,3953.0,3795.0,,,,,,,,Washington DC,,,,
2014,901.0,584.0,317.0,,,,,,,,Delaware,934805.0,0.963837377848856,833.625,1385.888888888889
2014,41542.0,28730.0,12812.0,,,,,,,,Florida,19897747.0,2.0877740580378275,788.875,1402.25
2014,16521.0,12403.0,4118.0,,,,,,,,Georgia,10083850.0,1.6383623318474592,718.5416666666666,1144.8055555555557
2014,6918.0,3750.0,3168.0,,,,,,,,Hawaii,1417710.0,4.879700361851153,1267.7916666666667,2446.722222222222
2014,3122.0,1544.0,1578.0,,,,,,,,Iowa,3105563.0,1.0052927601211117,542.75,954.6666666666666
2014,2104.0,1234.0,870.0,,,,,,,,Idaho,1630391.0,1.290487987237417,540.125,1020.4166666666666
2014,13107.0,7350.0,5757.0,,,,,,,,Illinois,12882438.0,1.0174316383280866,797.6666666666666,1301.361111111111
2014,5971.0,3953.0,2018.0,,,,,,,,Indiana,6593182.0,0.9056325155289208,575.75,986.1111111111111
2014,2783.0,1533.0,1250.0,,,,,,,,Kansas,2899553.0,0.9598031144800596,570.4583333333334,1031.0833333333333
2014,5089.0,3352.0,1737.0,,,,,,,,Kentucky,4410415.0,1.1538596708019542,530.4166666666666,936.0
2014,4606.0,3444.0,1162.0,,,,,,,,Louisiana,4648797.0,0.9907939623950024,637.2916666666666,1050.75
2014,21237.0,6788.0,14449.0,,,,,,,,Massachusetts,6757925.0,3.14253265610376,1082.7916666666667,1748.7777777777778
2014,7856.0,4980.0,2876.0,,,,,,,,Maryland,5970245.0,1.3158588969129406,1091.0833333333333,1798.8055555555557
2014,2726.0,1348.0,1378.0,,,,,,,,Maine,1328903.0,2.0513160102731347,692.5416666666666,1137.0277777777778
2014,12227.0,7535.0,4692.0,,,,,,,,Michigan,9914675.0,1.2332224707315167,606.7083333333334,1070.25
2014,8377.0,3652.0,4725.0,,,,,,,,Minnesota,5452649.0,1.5363174853176869,682.5,1273.0833333333333
2014,7282.0,4307.0,2975.0,,,,,,,,Missouri,6058014.0,1.2020441022420878,581.8333333333334,1036.0555555555557
2014,2226.0,1714.0,512.0,,,,,,,,Mississippi,2988578.0,0.7448358383150783,585.7083333333334,965.2777777777778
2014,1745.0,1167.0,578.0,,,,,,,,Montana,1019931.0,1.7109000510818868,564.2916666666666,1022.4166666666666
2014,11491.0,7498.0,3993.0,,,,,,,,North Carolina,9941160.0,1.1559013233868078,651.0833333333334,1077.638888888889
2014,1258.0,886.0,372.0,,,,,,,,North Dakota,738658.0,1.7030885741439206,635.5833333333334,1145.4166666666667
2014,3026.0,1893.0,1133.0,,,,,,,,Nebraska,1880920.0,1.608787189247815,555.75,1004.8055555555555
2014,1376.0,795.0,581.0,,,,,,,,New Hampshire,1328684.0,1.0356111761713094,843.0,1436.1666666666667
2014,11671.0,6446.0,5225.0,,,,,,,,New Jersey,8943010.0,1.3050415911421325,1067.2916666666667,1765.2777777777778
2014,2746.0,1804.0,942.0,,,,,,,,New Mexico,2083207.0,1.3181599332183505,586.1666666666666,1049.8333333333333
2014,8582.0,7356.0,1226.0,,,,,,,,Nevada,2831730.0,3.0306561713157683,680.1666666666666,1312.111111111111
2014,80590.0,32643.0,47947.0,,,,,,,,New York,19773580.0,4.075640324109242,1152.2916666666667,1775.9444444444443
2014,11823.0,7704.0,4119.0,,,,,,,,Ohio,11593741.0,1.019774376536443,563.375,986.3611111111111
2014,4191.0,2964.0,1227.0,,,,,,,,Oklahoma,3875008.0,1.0815461542272944,550.5416666666666,982.5833333333334
2014,12164.0,7988.0,4176.0,,,,,,,,Oregon,3960673.0,3.071195223640023,785.2083333333334,1423.9722222222222
2014,15333.0,8359.0,6974.0,,,,,,,,Pennsylvania,12790341.0,1.1987952471321914,715.0416666666666,1164.638888888889
2014,1190.0,779.0,411.0,,,,,,,,Rhode Island,1054782.0,1.1281952100054795,809.625,1313.361111111111
2014,5057.0,3813.0,1244.0,,,,,,,,South Carolina,4824758.0,1.0481354712505788,644.3333333333334,1078.6944444444443
2014,885.0,490.0,395.0,,,,,,,,South Dakota,849455.0,1.0418444767527415,525.4583333333334,942.6388888888889
2014,9415.0,6800.0,2615.0,,,,,,,,Tennessee,6540007.0,1.4396009056259418,596.0833333333334,1016.1388888888889
2014,28495.0,19177.0,9318.0,,,,,,,,Texas,26954436.0,1.0571543771125465,713.25,1271.0
2014,3081.0,1729.0,1352.0,,,,,,,,Utah,2938671.0,1.0484331182361006,636.7083333333334,1178.611111111111
2014,7020.0,4234.0,2786.0,,,,,,,,Virginia,8316902.0,0.8440642922088056,955.2083333333334,1534.3055555555557
2014,1559.0,823.0,736.0,,,,,,,,Vermont,625665.0,2.491748779298826,845.5833333333334,1421.6666666666667
2014,18442.0,11390.0,7052.0,,,,,,,,Washington,7046931.0,2.617025766252004,887.2916666666666,1641.638888888889
2014,6055.0,2929.0,3126.0,,,,,,,,Wisconsin,5751272.0,1.0528105782512112,591.7083333333334,1028.4166666666667
2014,2013.0,1488.0,525.0,,,,,,,,West Virginia,1847624.0,1.0895073889492666,575.4166666666666,940.3888888888889
2014,757.0,463.0,294.0,,,,,,,,Wyoming,583334.0,1.29771280261394,589.2916666666666,1057.5
2013,1946.0,1362.0,584.0,,,,,,,,Alaska,736760.0,2.641294315652316,,
2013,4689.0,3387.0,1302.0,,,,,,,,Alabama,4827660.0,0.9712780104646972,,
2013,3812.0,3174.0,638.0,,,,,,,,Arkansas,2956780.0,1.2892403222424391,,
2013,10562.0,6510.0,4052.0,,,,,,,,Arizona,6616124.0,1.5964029694727608,,
2013,118552.0,93458.0,25094.0,,,,,,,,California,38347383.0,3.0915277843079934,,
2013,9754.0,4664.0,5090.0,,,,,,,,Colorado,5262556.0,1.8534719630536949,,
2013,4448.0,3101.0,1347.0,,,,,,,,Connecticut,3602470.0,1.2347084083975717,,
2013,6865.0,3696.0,3169.0,,,,,,,,Washington DC,,,,
2013,946.0,575.0,371.0,,,,,,,,Delaware,925114.0,1.0225766770365596,,
2013,47862.0,31359.0,16503.0,,,,,,,,Florida,19584927.0,2.4438181464756035,,
2013,16971.0,12880.0,4091.0,,,,,,,,Georgia,9981773.0,1.7001989526309604,,
2013,6335.0,3355.0,2980.0,,,,,,,,Hawaii,1408038.0,4.499168346308835,,
