year,total,individual,family,youth,child,yadult,yparent,yparent_u18,yparent_18to24,ypchild,state_name
2011,8816.0,5231.0,3585.0,,,,,,,,Virginia
2011,1144.0,637.0,507.0,,,,,,,,Vermont
2011,20439.0,10868.0,9571.0,,,,,,,,Washington
2011,5785.0,2838.0,2947.0,,,,,,,,Wisconsin
2011,2211.0,1662.0,549.0,,,,,,,,West Virginia
2011,1038.0,320.0,718.0,,,,,,,,Wyoming
2010,1863.0,1118.0,745.0,,,,,,,,Alaska
2010,6046.0,4553.0,1493.0,,,,,,,,Alabama
2010,2762.0,2120.0,642.0,,,,,,,,Arkansas
2010,13711.0,9226.0,4485.0,,,,,,,,Arizona
2010,123480.0,96940.0,26540.0,,,,,,,,California
2010,15482.0,7574.0,7908.0,,,,,,,,Colorado
2010,4316.0,2993.0,1323.0,,,,,,,,Connecticut
2010,6539.0,4016.0,2523.0,,,,,,,,Washington DC
2010,982.0,681.0,301.0,,,,,,,,Delaware
2010,57551.0,35738.0,21813.0,,,,,,,,Florida
2010,19836.0,14377.0,5459.0,,,,,,,,Georgia
2010,5834.0,2889.0,2945.0,,,,,,,,Hawaii
2010,3014.0,1528.0,1486.0,,,,,,,,Iowa
2010,2346.0,1445.0,901.0,,,,,,,,Idaho
2010,14395.0,7568.0,6827.0,,,,,,,,Illinois
2010,6452.0,3588.0,2864.0,,,,,,,,Indiana
2010,2024.0,1318.0,706.0,,,,,,,,Kansas
2010,6623.0,4125.0,2498.0,,,,,,,,Kentucky
2010,12482.0,10101.0,2381.0,,,,,,,,Louisiana
2010,16646.0,6403.0,10243.0,,,,,,,,Massachusetts
2010,10845.0,5999.0,4846.0,,,,,,,,Maryland
2010,2379.0,1061.0,1318.0,,,,,,,,Maine
2010,13058.0,7365.0,5693.0,,,,,,,,Michigan
2010,7869.0,3605.0,4264.0,,,,,,,,Minnesota
2010,8122.0,4427.0,3695.0,,,,,,,,Missouri
2010,2743.0,1924.0,819.0,,,,,,,,Mississippi
2010,1615.0,890.0,725.0,,,,,,,,Montana
2010,12191.0,8361.0,3830.0,,,,,,,,North Carolina
2010,799.0,539.0,260.0,,,,,,,,North Dakota
2010,3877.0,2423.0,1454.0,,,,,,,,Nebraska
2010,1574.0,943.0,631.0,,,,,,,,New Hampshire
2010,13737.0,6520.0,7217.0,,,,,,,,New Jersey
2010,3475.0,2343.0,1132.0,,,,,,,,New Mexico
2010,11205.0,9565.0,1640.0,,,,,,,,Nevada
2010,65606.0,26293.0,39313.0,,,,,,,,New York
2010,12569.0,7719.0,4850.0,,,,,,,,Ohio
2010,5229.0,3317.0,1912.0,,,,,,,,Oklahoma
2010,19492.0,10731.0,8761.0,,,,,,,,Oregon
2010,14516.0,7191.0,7325.0,,,,,,,,Pennsylvania
2010,1282.0,704.0,578.0,,,,,,,,Rhode Island
2010,4473.0,3194.0,1279.0,,,,,,,,South Carolina
2010,731.0,445.0,286.0,,,,,,,,South Dakota
2010,10276.0,7623.0,2653.0,,,,,,,,Tennessee
2010,35121.0,24078.0,11043.0,,,,,,,,Texas
2010,3284.0,1926.0,1358.0,,,,,,,,Utah
2010,9080.0,5338.0,3742.0,,,,,,,,Virginia
2010,1220.0,797.0,423.0,,,,,,,,Vermont
2010,22878.0,11901.0,10977.0,,,,,,,,Washington
2010,6333.0,3040.0,3293.0,,,,,,,,Wisconsin
2010,2264.0,1527.0,737.0,,,,,,,,West Virginia
2010,579.0,327.0,252.0,,,,,,,,Wyoming
2009,1992.0,1239.0,753.0,,,,,,,,Alaska
2009,6080.0,4686.0,1394.0,,,,,,,,Alabama
2009,2852.0,2181.0,671.0,,,,,,,,Arkansas
2009,14721.0,9959.0,4762.0,,,,,,,,Arizona
2009,123678.0,97534.0,26144.0,,,,,,,,California
2009,15268.0,7401.0,7867.0,,,,,,,,Colorado
2009,4605.0,2773.0,1832.0,,,,,,,,Connecticut
2009,6228.0,3934.0,2294.0,,,,,,,,Washington DC
2009,1130.0,776.0,354.0,,,,,,,,Delaware
2009,55599.0,34432.0,21167.0,,,,,,,,Florida
2009,20360.0,14365.0,5995.0,,,,,,,,Georgia
2009,5782.0,2941.0,2841.0,,,,,,,,Hawaii
2009,3380.0,1655.0,1725.0,,,,,,,,Iowa
2009,1939.0,1117.0,822.0,,,,,,,,Idaho
2009,14055.0,7475.0,6580.0,,,,,,,,Illinois
2009,6984.0,4151.0,2833.0,,,,,,,,Indiana
2009,1892.0,1238.0,654.0,,,,,,,,Kansas
2009,5999.0,3302.0,2697.0,,,,,,,,Kentucky
2009,12504.0,10098.0,2406.0,,,,,,,,Louisiana
2009,15482.0,7057.0,8425.0,,,,,,,,Massachusetts
2009,11698.0,6641.0,5057.0,,,,,,,,Maryland
2009,2444.0,1124.0,1320.0,,,,,,,,Maine
2009,14005.0,7857.0,6148.0,,,,,,,,Michigan
2009,7718.0,3393.0,4325.0,,,,,,,,Minnesota
2009,6959.0,3823.0,3136.0,,,,,,,,Missouri
2009,2797.0,1843.0,954.0,,,,,,,,Mississippi
2009,1196.0,752.0,444.0,,,,,,,,Montana
2009,12918.0,9159.0,3759.0,,,,,,,,North Carolina
2009,773.0,548.0,225.0,,,,,,,,North Dakota
2009,3718.0,2072.0,1646.0,,,,,,,,Nebraska
2009,1645.0,891.0,754.0,,,,,,,,New Hampshire
2009,13169.0,5962.0,7207.0,,,,,,,,New Jersey
2009,3475.0,2343.0,1132.0,,,,,,,,New Mexico
2009,11089.0,9394.0,1695.0,,,,,,,,Nevada
2009,61067.0,24557.0,36510.0,,,,,,,,New York
2009,12700.0,7774.0,4926.0,,,,,,,,Ohio
2009,4838.0,3227.0,1611.0,,,,,,,,Oklahoma
2009,17309.0,10443.0,6866.0,,,,,,,,Oregon
2009,15096.0,7384.0,7712.0,,,,,,,,Pennsylvania
2009,1607.0,1139.0,468.0,,,,,,,,Rhode Island
2009,4473.0,3194.0,1279.0,,,,,,,,South Carolina
2009,731.0,445.0,286.0,,,,,,,,South Dakota
2009,10532.0,8048.0,2484.0,,,,,,,,Tennessee
2009,36761.0,22564.0,14197.0,,,,,,,,Texas
2009,3795.0,2242.0,1553.0,,,,,,,,Utah
2009,8852.0,5066.0,3786.0,,,,,,,,Virginia
2009,1214.0,693.0,521.0,,,,,,,,Vermont
2009,22782.0,12086.0,10696.0,,,,,,,,Washington
2009,6525.0,3161.0,3364.0,,,,,,,,Wisconsin
2009,1667.0,1101.0,566.0,,,,,,,,West Virginia
2009,515.0,340.0,175.0,,,,,,,,Wyoming
2008,1646.0,1067.0,579.0,,,,,,,,Alaska
2008,5387.0,4086.0,1301.0,,,,,,,,Alabama
2008,3255.0,2625.0,630.0,,,,,,,,Arkansas
2008,12488.0,8428.0,4060.0,,,,,,,,Arizona
2008,136531.0,109050.0,27481.0,,,,,,,,California
2008,14747.0,6260.0,8487.0,,,,,,,,Colorado
2008,4627.0,2773.0,1854.0,,,,,,,,Connecticut
2008,6044.0,4208.0,1836.0,,,,,,,,Washington DC
2008,933.0,652.0,281.0,,,,,,,,Delaware
2008,50158.0,32959.0,17199.0,,,,,,,,Florida
2008,19095.0,13728.0,5367.0,,,,,,,,Georgia
2008,6061.0,3326.0,2735.0,,,,,,,,Hawaii
2008,3346.0,1609.0,1737.0,,,,,,,,Iowa
2008,1464.0,817.0,647.0,,,,,,,,Idaho
2008,14724.0,8356.0,6368.0,,,,,,,,Illinois
2008,7395.0,4937.0,2458.0,,,,,,,,Indiana
2008,1738.0,1080.0,658.0,,,,,,,,Kansas
2008,8137.0,4344.0,3793.0,,,,,,,,Kentucky
2008,5481.0,2894.0,2587.0,,,,,,,,Louisiana
2008,14506.0,7127.0,7379.0,,,,,,,,Massachusetts
2008,9219.0,4806.0,4413.0,,,,,,,,Maryland
2008,2632.0,1241.0,1391.0,,,,,,,,Maine
2008,28248.0,17364.0,10884.0,,,,,,,,Michigan
2008,7644.0,3388.0,4256.0,,,,,,,,Minnesota
2008,7687.0,4195.0,3492.0,,,,,,,,Missouri
2008,1961.0,1697.0,264.0,,,,,,,,Mississippi
2008,1417.0,968.0,449.0,,,,,,,,Montana
2008,12411.0,8749.0,3662.0,,,,,,,,North Carolina
2008,615.0,375.0,240.0,,,,,,,,North Dakota
2008,3985.0,2244.0,1741.0,,,,,,,,Nebraska
2008,2019.0,1172.0,847.0,,,,,,,,New Hampshire
2008,13832.0,6848.0,6984.0,,,,,,,,New Jersey
2008,3015.0,1861.0,1154.0,,,,,,,,New Mexico
2008,8726.0,6512.0,2214.0,,,,,,,,Nevada
2008,61125.0,25771.0,35354.0,,,,,,,,New York
2008,12912.0,7865.0,5047.0,,,,,,,,Ohio
2008,3846.0,2674.0,1172.0,,,,,,,,Oklahoma
2008,20653.0,11548.0,9105.0,,,,,,,,Oregon
2008,15378.0,7734.0,7644.0,,,,,,,,Pennsylvania
2008,1196.0,714.0,482.0,,,,,,,,Rhode Island
2008,5660.0,3809.0,1851.0,,,,,,,,South Carolina
2008,579.0,268.0,311.0,,,,,,,,South Dakota
2008,9705.0,7242.0,2463.0,,,,,,,,Tennessee
2008,40190.0,27950.0,12240.0,,,,,,,,Texas
2008,3434.0,2018.0,1416.0,,,,,,,,Utah
2008,8469.0,4838.0,3631.0,,,,,,,,Virginia
2008,954.0,627.0,327.0,,,,,,,,Vermont
2008,21954.0,12156.0,9798.0,,,,,,,,Washington
2008,5449.0,2285.0,3164.0,,,,,,,,Wisconsin
2008,2016.0,1435.0,581.0,,,,,,,,West Virginia
2008,751.0,357.0,394.0,,,,,,,,Wyoming
2007,1642.0,1062.0,580.0,,,,,,,,Alaska
2007,5452.0,4184.0,1268.0,,,,,,,,Alabama
2007,3836.0,2987.0,849.0,,,,,,,,Arkansas
2007,14646.0,10020.0,4626.0,,,,,,,,Arizona
2007,138986.0,110952.0,28034.0,,,,,,,,California
2007,14225.0,6844.0,7381.0,,,,,,,,Colorado
2007,4482.0,3173.0,1309.0,,,,,,,,Connecticut
2007,5320.0,3717.0,1603.0,,,,,,,,Washington DC
2007,1061.0,716.0,345.0,,,,,,,,Delaware
2007,48069.0,33040.0,15029.0,,,,,,,,Florida
2007,19639.0,12521.0,7118.0,,,,,,,,Georgia
2007,6070.0,3335.0,2735.0,,,,,,,,Hawaii
2007,2734.0,1504.0,1230.0,,,,,,,,Iowa
2007,1749.0,1102.0,647.0,,,,,,,,Idaho
2007,15487.0,8653.0,6834.0,,,,,,,,Illinois
2007,7358.0,4734.0,2624.0,,,,,,,,Indiana
2007,2111.0,1208.0,903.0,,,,,,,,Kansas
2007,8061.0,3890.0,4171.0,,,,,,,,Kentucky
2007,5494.0,2973.0,2521.0,,,,,,,,Louisiana
2007,15127.0,8292.0,6835.0,,,,,,,,Massachusetts
2007,9628.0,5052.0,4576.0,,,,,,,,Maryland
2007,2638.0,1136.0,1502.0,,,,,,,,Maine
2007,28295.0,17553.0,10742.0,,,,,,,,Michigan
2007,7323.0,3269.0,4054.0,,,,,,,,Minnesota
2007,6247.0,3336.0,2911.0,,,,,,,,Missouri
2007,1377.0,1115.0,262.0,,,,,,,,Mississippi
2007,1150.0,633.0,517.0,,,,,,,,Montana
2007,11802.0,8391.0,3411.0,,,,,,,,North Carolina
2007,636.0,403.0,233.0,,,,,,,,North Dakota
2007,3531.0,2172.0,1359.0,,,,,,,,Nebraska
2007,2248.0,1255.0,993.0,,,,,,,,New Hampshire
2007,17314.0,8972.0,8342.0,,,,,,,,New Jersey
2007,3015.0,1861.0,1154.0,,,,,,,,New Mexico
2007,8642.0,6477.0,2165.0,,,,,,,,Nevada
2007,62601.0,28056.0,34545.0,,,,,,,,New York
2007,11264.0,6870.0,4394.0,,,,,,,,Ohio
2007,4221.0,2982.0,1239.0,,,,,,,,Oklahoma
2007,17590.0,9871.0,7719.0,,,,,,,,Oregon
2007,16220.0,8229.0,7991.0,,,,,,,,Pennsylvania
2007,1372.0,643.0,729.0,,,,,,,,Rhode Island
2007,5660.0,3771.0,1889.0,,,,,,,,South Carolina
2007,579.0,268.0,311.0,,,,,,,,South Dakota
2007,11210.0,8462.0,2748.0,,,,,,,,Tennessee
2007,39788.0,26306.0,13482.0,,,,,,,,Texas
2007,3011.0,1945.0,1066.0,,,,,,,,Utah
2007,9746.0,5523.0,4223.0,,,,,,,,Virginia
2007,1035.0,599.0,436.0,,,,,,,,Vermont
2007,23379.0,13289.0,10090.0,,,,,,,,Washington
2007,5648.0,2403.0,3245.0,,,,,,,,Wisconsin
2007,2409.0,1915.0,494.0,,,,,,,,West Virginia
2007,537.0,331.0,206.0,,,,,,,,Wyoming
