state,year,program,amount
FL,2011,CoC,78767112.0
FL,2011,ESG,3928659.0
FL,2011,Emergency Shelter Grants Program,6984283.0
FL,2011,HOME,71780936.0
FL,2011,HOPWA,42209617.0
FL,2011,NSP,208437144.0
FL,2012,CDBG,123354155.0
FL,2012,CoC,82103369.0
FL,2012,ESG,12466512.0
FL,2012,HOME,47858026.0
FL,2012,HOPWA,39830359.0
FL,2013,CDBG,129697668.0
FL,2013,CoC,84569625.0
FL,2013,ESG,8999121.0
FL,2013,HOME,45111104.0
FL,2013,HOPWA,39676901.0
FL,2014,CDBG,129354971.0
FL,2014,CoC,84255169.0
FL,2014,ESG,10568850.0
FL,2014,HOME,48265202.0
FL,2014,HOPWA,35337075.0
FL,2015,CDBG,130208396.0
FL,2015,CoC,82307340.0
FL,2015,ESG,11500068.0
FL,2015,HOME,43911675.0
FL,2015,HOPWA,35547512.0
FL,2016,CDBG,132075735.0
FL,2016,CoC,82019040.0
FL,2016,ESG,11692270.0
FL,2016,HOME,45345600.0
FL,2016,HOPWA,37617260.0
FL,2016,HTF,4598821.0
FL,2017,CDBG,133549124.0
FL,2017,CoC,84273839.0
FL,2017,ESG,16834251.0
FL,2017,HOME,45096385.0
FL,2017,HOPWA,39315220.0
FL,2017,HTF,7658948.0
FL,2018,CDBG,148755776.0
FL,2018,ESG,12005522.0
FL,2018,HOME,68051043.0
FL,2018,HOPWA,39906181.0
FL,2018,HTF,10442914.0
GA,2003,CDBG,96235016.0
GA,2003,Emergency Shelter Grants Program,3083000.0
GA,2003,HOME,43793253.0
GA,2003,HOPWA,9612278.0
GA,2004,CDBG,97565155.0
GA,2004,Emergency Shelter Grants Program,3525673.0
GA,2004,HOME,44327685.0
GA,2004,HOPWA,7497696.0
GA,2005,CDBG,92707233.0
GA,2005,CoC,21970801.0
GA,2005,Emergency Shelter Grants Program,3568082.0
GA,2005,HOME,42810516.0
GA,2005,HOPWA,8537000.0
GA,2006,CDBG,83163945.0
GA,2006,CoC,24307375.0
GA,2006,Emergency Shelter Grants Program,3565470.0
GA,2006,HOME,40512922.0
GA,2006,HOPWA,7242000.0
GA,2007,CDBG,82567830.0
GA,2007,CoC,26314833.0
GA,2007,Emergency Shelter Grants Program,3609006.0
GA,2007,HOME,39976932.0
GA,2007,HOPWA,9770974.0
GA,2008,CDBG,80431433.0
GA,2008,CoC,27488425.0
GA,2008,Emergency Shelter Grants Program,3580821.0
GA,2008,HOME,39086960.0
GA,2008,HOPWA,9163000.0
GA,2009,CDBG,81810572.0
GA,2009,CoC,30605129.0
GA,2009,Emergency Shelter Grants Program,3604703.0
GA,2009,HOME,43938654.0
GA,2009,HOPWA,11047559.0
GA,2009,NSP,153037451.0
GA,2010,CDBG,88719365.0
GA,2010,CoC,30971103.0
GA,2010,Emergency Shelter Grants Program,3590349.0
GA,2010,HOME,43854769.0
GA,2010,HOPWA,11948902.0
GA,2010,NSP,137620088.0
GA,2011,CDBG,74356236.0
GA,2011,CoC,33464327.0
GA,2011,ESG,2021933.0
GA,2011,Emergency Shelter Grants Program,3594548.0
GA,2011,HOME,38522981.0
GA,2011,HOPWA,12587778.0
GA,2011,NSP,50421989.0
GA,2012,CDBG,72331774.0
GA,2012,CoC,33284092.0
GA,2012,ESG,6439055.0
GA,2012,HOME,25827065.0
GA,2012,HOPWA,11003662.0
GA,2013,CDBG,76045205.0
GA,2013,CoC,36206719.0
GA,2013,ESG,5276921.0
GA,2013,HOME,24874958.0
GA,2013,HOPWA,9983767.0
GA,2014,CDBG,76042176.0
GA,2014,CoC,37071955.0
GA,2014,ESG,6177815.0
GA,2014,HOME,26307744.0
GA,2014,HOPWA,17385692.0
GA,2015,CDBG,75875242.0
GA,2015,CoC,38048336.0
GA,2015,ESG,6778142.0
GA,2015,HOME,23963019.0
GA,2015,HOPWA,21415179.0
GA,2016,CDBG,77013447.0
GA,2016,CoC,38648979.0
GA,2016,ESG,6829633.0
GA,2016,HOME,25542237.0
GA,2016,HOPWA,26271549.0
GA,2016,HTF,3314612.0
GA,2017,CDBG,76382014.0
GA,2017,CoC,41032810.0
GA,2017,ESG,8704914.0
GA,2017,HOME,25714883.0
GA,2017,HOPWA,26828493.0
GA,2017,HTF,4427950.0
GA,2018,CDBG,84224127.0
GA,2018,ESG,6874087.0
GA,2018,HOME,38052720.0
GA,2018,HOPWA,27201809.0
GA,2018,HTF,5705499.0
HI,2003,CDBG,23880000.0
HI,2003,Emergency Shelter Grants Program,627000.0
HI,2003,HOME,7921996.0
HI,2003,HOPWA,1701000.0
HI,2004,CDBG,24132646.0
HI,2004,Emergency Shelter Grants Program,658028.0
HI,2004,HOME,7938998.0
HI,2004,HOPWA,633000.0
HI,2005,CDBG,22941638.0
HI,2005,CoC,5951066.0
HI,2005,Emergency Shelter Grants Program,658099.0
HI,2005,HOME,7594474.0
HI,2005,HOPWA,1978120.0
HI,2006,CDBG,20657862.0
HI,2006,CoC,5530241.0
HI,2006,Emergency Shelter Grants Program,657010.0
HI,2006,HOME,7321437.0
HI,2006,HOPWA,1778034.0
HI,2007,CDBG,15373377.0
HI,2007,CoC,6389113.0
HI,2007,Emergency Shelter Grants Program,662464.0
HI,2007,HOME,7283699.0
HI,2007,HOPWA,579000.0
HI,2008,CDBG,14887385.0
HI,2008,CoC,9161051.0
HI,2008,Emergency Shelter Grants Program,662440.0
HI,2008,HOME,7145586.0
HI,2008,HOPWA,597000.0
HI,2009,CDBG,15067018.0
HI,2009,CoC,10676974.0
HI,2009,Emergency Shelter Grants Program,662837.0
HI,2009,HOME,7678493.0
HI,2009,HOPWA,3332961.0
HI,2009,NSP,19600000.0
HI,2010,CDBG,16331868.0
HI,2010,CoC,11007239.0
HI,2010,Emergency Shelter Grants Program,661613.0
HI,2010,HOME,7610230.0
HI,2010,HOPWA,655131.0
HI,2011,CDBG,13652666.0
HI,2011,CoC,11593803.0
HI,2011,ESG,372198.0
HI,2011,Emergency Shelter Grants Program,661686.0
HI,2011,HOME,7033796.0
HI,2011,HOPWA,651083.0
HI,2011,NSP,5000000.0
HI,2012,CDBG,12204143.0
HI,2012,CoC,21190557.0
HI,2012,ESG,1182285.0
HI,2012,HOME,5571482.0
HI,2012,HOPWA,3485916.0
HI,2013,CDBG,12768822.0
HI,2013,CoC,11428302.0
HI,2013,ESG,890342.0
HI,2013,HOME,5344520.0
HI,2013,HOPWA,618766.0
HI,2014,CDBG,12562832.0
HI,2014,CoC,11620000.0
HI,2014,ESG,1037323.0
HI,2014,HOME,5459711.0
HI,2014,HOPWA,641829.0
HI,2015,CDBG,12168349.0
HI,2015,CoC,11366445.0
HI,2015,ESG,1119808.0
HI,2015,HOME,5205409.0
HI,2015,HOPWA,3472886.0
HI,2016,CDBG,12205032.0
HI,2016,CoC,11519682.0
HI,2016,ESG,1095307.0
HI,2016,HOME,5325779.0
HI,2016,HOPWA,647808.0
HI,2016,HTF,3000000.0
HI,2017,CDBG,12245782.0
HI,2017,CoC,11762496.0
HI,2017,ESG,2374995.0
HI,2017,HOME,5280233.0
HI,2017,HOPWA,738157.0
HI,2017,HTF,3000000.0
HI,2018,CDBG,13339283.0
HI,2018,ESG,1086925.0
HI,2018,HOME,6149832.0
HI,2018,HOPWA,826400.0
HI,2018,HTF,3000000.0
IA,2003,CDBG,47549000.0
IA,2003,Emergency Shelter Grants Program,1658000.0
IA,2003,HOME,15174116.0
IA,2004,CDBG,48211675.0
IA,2004,Emergency Shelter Grants Program,1743377.0
IA,2004,HOME,15728198.0
IA,2004,HOPWA,347000.0
IA,2005,CDBG,45891688.0
IA,2005,CoC,6855726.0
IA,2005,Emergency Shelter Grants Program,1763101.0
IA,2005,HOME,14978336.0
IA,2005,HOPWA,329000.0
IA,2006,CDBG,41419097.0
IA,2006,CoC,7249835.0
IA,2006,Emergency Shelter Grants Program,1764906.0
IA,2006,HOME,14114767.0
IA,2006,HOPWA,330000.0
IA,2007,CDBG,41588554.0
IA,2007,CoC,7444476.0
IA,2007,Emergency Shelter Grants Program,1785910.0
IA,2007,HOME,14163405.0
IA,2007,HOPWA,336000.0
IA,2008,CDBG,40287927.0
IA,2008,CoC,7865497.0
IA,2008,Emergency Shelter Grants Program,1792184.0
IA,2008,HOME,13727050.0
IA,2008,HOPWA,354000.0
IA,2009,CDBG,40895532.0
IA,2009,CoC,7737956.0
IA,2009,Emergency Shelter Grants Program,1793756.0
IA,2009,HOME,15264460.0
IA,2009,HOPWA,367359.0
IA,2009,NSP,21607197.0
IA,2010,CDBG,44391171.0
IA,2010,CoC,8836166.0
IA,2010,Emergency Shelter Grants Program,1793803.0
IA,2010,HOME,15225163.0
IA,2010,HOPWA,400137.0
IA,2011,CDBG,37135076.0
IA,2011,CoC,8448567.0
IA,2011,ESG,1011657.0
IA,2011,Emergency Shelter Grants Program,1798501.0
IA,2011,HOME,13349159.0
IA,2011,HOPWA,405944.0
IA,2011,NSP,5000000.0
IA,2012,CDBG,32857042.0
IA,2012,CoC,8472185.0
IA,2012,ESG,3215800.0
IA,2012,HOME,8817328.0
IA,2012,HOPWA,409416.0
IA,2013,CDBG,33941206.0
IA,2013,CoC,8389545.0
IA,2013,ESG,2397081.0
IA,2013,HOME,8316981.0
IA,2013,HOPWA,395682.0
IA,2014,CDBG,33433380.0
IA,2014,CoC,8346433.0
IA,2014,ESG,2757341.0
IA,2014,HOME,8640587.0
IA,2014,HOPWA,422058.0
IA,2015,CDBG,32977242.0
IA,2015,CoC,8427262.0
IA,2015,ESG,2980138.0
IA,2015,HOME,7757195.0
IA,2015,HOPWA,425607.0
IA,2016,CDBG,33225933.0
IA,2016,CoC,8838430.0
IA,2016,ESG,2968227.0
IA,2016,HOME,8076368.0
IA,2016,HOPWA,435357.0
IA,2016,HTF,3000000.0
IA,2017,CDBG,33153279.0
IA,2017,CoC,9108676.0
IA,2017,ESG,3341884.0
IA,2017,HOME,7918096.0
IA,2017,HOPWA,496076.0
IA,2017,HTF,3000000.0
IA,2018,CDBG,36682273.0
IA,2018,ESG,2983483.0
IA,2018,HOME,11667323.0
IA,2018,HOPWA,561946.0
IA,2018,HTF,3000000.0
ID,2003,CDBG,13779000.0
ID,2003,Emergency Shelter Grants Program,423000.0
ID,2003,HOME,7138684.0
ID,2004,CDBG,14144273.0
ID,2004,Emergency Shelter Grants Program,503919.0
ID,2004,HOME,7220210.0
ID,2005,CDBG,13488470.0
ID,2005,CoC,2804041.0
ID,2005,Emergency Shelter Grants Program,517264.0
ID,2005,HOME,6868602.0
ID,2006,CDBG,12193592.0
ID,2006,CoC,3068797.0
ID,2006,Emergency Shelter Grants Program,518733.0
ID,2006,HOME,6488381.0
ID,2007,CDBG,12281139.0
ID,2007,CoC,3365048.0
ID,2007,Emergency Shelter Grants Program,525763.0
ID,2007,HOME,6545635.0
ID,2008,CDBG,11972147.0
ID,2008,CoC,3515969.0
ID,2008,Emergency Shelter Grants Program,529252.0
ID,2008,HOME,6325679.0
ID,2008,HOPWA,1349068.0
ID,2009,CDBG,12206923.0
ID,2009,CoC,3459332.0
ID,2009,Emergency Shelter Grants Program,533040.0
ID,2009,HOME,7042164.0
ID,2009,NSP,19600000.0
ID,2010,CDBG,13306473.0
ID,2010,CoC,3801250.0
ID,2010,Emergency Shelter Grants Program,535848.0
ID,2010,HOME,7031345.0
ID,2011,CDBG,11171762.0
ID,2011,CoC,3762755.0
ID,2011,ESG,303262.0
ID,2011,Emergency Shelter Grants Program,539132.0
ID,2011,HOME,6169288.0
ID,2011,HOPWA,1349068.0
ID,2011,NSP,5000000.0
ID,2012,CDBG,10660286.0
ID,2012,CoC,4069778.0
ID,2012,ESG,967445.0
ID,2012,HOME,3976218.0
ID,2013,CDBG,11238804.0
ID,2013,CoC,4102735.0
ID,2013,ESG,777722.0
ID,2013,HOME,3920360.0
ID,2014,CDBG,11370918.0
ID,2014,CoC,4076606.0
ID,2014,ESG,913026.0
ID,2014,HOME,4152924.0
ID,2014,HOPWA,1390268.0
ID,2015,CDBG,11345537.0
ID,2015,CoC,3713768.0
ID,2015,ESG,1013565.0
ID,2015,HOME,3802420.0
ID,2016,CDBG,11599185.0
ID,2016,CoC,3669450.0
ID,2016,ESG,1021185.0
ID,2016,HOME,4112118.0
ID,2016,HTF,3000000.0
ID,2017,CDBG,11471420.0
ID,2017,CoC,3717376.0
ID,2017,ESG,1555887.0
ID,2017,HOME,4147210.0
ID,2017,HTF,3000000.0
ID,2018,CDBG,12677342.0
ID,2018,ESG,1031627.0
ID,2018,HOME,6142961.0
ID,2018,HTF,3000000.0
IL,2003,CDBG,208079000.0
IL,2003,Emergency Shelter Grants Program,7370000.0
IL,2003,HOME,78370540.0
IL,2003,HOPWA,8726742.0
IL,2004,CDBG,207029155.0
IL,2004,Emergency Shelter Grants Program,7610940.0
IL,2004,HOME,78779984.0
IL,2004,HOPWA,9975628.0
IL,2005,CDBG,196224690.0
IL,2005,CoC,67445061.0
IL,2005,Emergency Shelter Grants Program,7571846.0
IL,2005,HOME,75354416.0
IL,2005,HOPWA,11296233.0
IL,2006,CDBG,177027789.0
IL,2006,CoC,71978108.0
IL,2006,Emergency Shelter Grants Program,7547241.0
IL,2006,HOME,71132333.0
IL,2006,HOPWA,11149819.0
IL,2007,CDBG,177284790.0
IL,2007,CoC,75223225.0
IL,2007,Emergency Shelter Grants Program,7634397.0
IL,2007,HOME,70973061.0
IL,2007,HOPWA,8793013.0
IL,2008,CDBG,170580001.0
IL,2008,CoC,80951883.0
IL,2008,Emergency Shelter Grants Program,7629763.0
IL,2008,HOME,68643807.0
IL,2008,HOPWA,9619805.0
IL,2009,CDBG,172824170.0
IL,2009,CoC,86635157.0
IL,2009,Emergency Shelter Grants Program,7597023.0
IL,2009,HOME,76642821.0
IL,2009,HOPWA,11028335.0
IL,2009,NSP,172509479.0
IL,2010,CDBG,186636960.0
IL,2010,CoC,90348539.0
IL,2010,Emergency Shelter Grants Program,7584342.0
IL,2010,HOME,76588548.0
IL,2010,HOPWA,8861560.0
IL,2010,NSP,134689092.0
IL,2011,CDBG,156500801.0
IL,2011,CoC,90587896.0
IL,2011,ESG,4264711.0
IL,2011,Emergency Shelter Grants Program,7581705.0
IL,2011,HOME,68048641.0
IL,2011,HOPWA,8771874.0
IL,2011,NSP,30143105.0
IL,2012,CDBG,146421200.0
IL,2012,CoC,89373326.0
IL,2012,ESG,13552561.0
IL,2012,HOME,43593785.0
IL,2012,HOPWA,11696008.0
IL,2013,CDBG,151935462.0
IL,2013,CoC,96947114.0
IL,2013,ESG,10681939.0
IL,2013,HOME,42054287.0
IL,2013,HOPWA,9289916.0
IL,2014,CDBG,150383240.0
IL,2014,CoC,100101004.0
IL,2014,ESG,12343042.0
IL,2014,HOME,43707043.0
IL,2014,HOPWA,11712699.0
IL,2015,CDBG,149312914.0
IL,2015,CoC,102735270.0
IL,2015,ESG,13404654.0
IL,2015,HOME,39106626.0
IL,2015,HOPWA,13283344.0
IL,2016,CDBG,149547787.0
IL,2016,CoC,104862190.0
IL,2016,ESG,13440676.0
IL,2016,HOME,41124946.0
IL,2016,HOPWA,8169615.0
IL,2016,HTF,4302012.0
IL,2017,CDBG,149773269.0
IL,2017,CoC,109111520.0
IL,2017,ESG,14972890.0
IL,2017,HOME,40430837.0
IL,2017,HOPWA,9309021.0
IL,2017,HTF,7163487.0
IL,2018,CDBG,164239015.0
IL,2018,ESG,13465394.0
IL,2018,HOME,57014352.0
IL,2018,HOPWA,10545096.0
IL,2018,HTF,9812230.0
IN,2003,CDBG,81494000.0
IN,2003,Emergency Shelter Grants Program,2846000.0
IN,2003,HOME,31283256.0
IN,2003,HOPWA,1536000.0
IN,2004,CDBG,82475940.0
IN,2004,Emergency Shelter Grants Program,2980566.0
IN,2004,HOME,31440093.0
IN,2004,HOPWA,1595000.0
IN,2005,CDBG,78271273.0
IN,2005,CoC,15410942.0
IN,2005,Emergency Shelter Grants Program,3016320.0
IN,2005,HOME,30192799.0
IN,2005,HOPWA,1544000.0
IN,2006,CDBG,70895355.0
IN,2006,CoC,7847204.0
IN,2006,Emergency Shelter Grants Program,3010315.0
IN,2006,HOME,28534488.0
IN,2006,HOPWA,1569000.0
IN,2007,CDBG,70927891.0
IN,2007,CoC,17627889.0
IN,2007,Emergency Shelter Grants Program,3047811.0
IN,2007,HOME,28507364.0
IN,2007,HOPWA,1574000.0
IN,2008,CDBG,68341842.0
IN,2008,CoC,11890181.0
IN,2008,Emergency Shelter Grants Program,3056367.0
IN,2008,HOME,27548927.0
IN,2008,HOPWA,1645000.0
IN,2009,CDBG,69334685.0
IN,2009,CoC,19657790.0
IN,2009,Emergency Shelter Grants Program,3042809.0
IN,2009,HOME,30557656.0
IN,2009,HOPWA,1699435.0
IN,2009,NSP,151936496.0
IN,2010,CDBG,75280553.0
IN,2010,CoC,18616457.0
IN,2010,Emergency Shelter Grants Program,3040569.0
IN,2010,HOME,30578450.0
IN,2010,HOPWA,1849903.0
IN,2011,CDBG,62939342.0
IN,2011,CoC,19990836.0
IN,2011,ESG,1715623.0
IN,2011,Emergency Shelter Grants Program,3049997.0
IN,2011,HOME,26926331.0
IN,2011,HOPWA,1865686.0
IN,2011,NSP,31509101.0
IN,2012,CDBG,59842592.0
IN,2012,CoC,17473549.0
IN,2012,ESG,5450383.0
IN,2012,HOME,19506227.0
IN,2012,HOPWA,1875715.0
IN,2013,CDBG,61982093.0
IN,2013,CoC,15051885.0
IN,2013,ESG,4365776.0
IN,2013,HOME,18306991.0
IN,2013,HOPWA,1787587.0
IN,2014,CDBG,61197100.0
IN,2014,CoC,16411898.0
IN,2014,ESG,5035347.0
IN,2014,HOME,19712207.0
IN,2014,HOPWA,1894466.0
IN,2015,CDBG,60372233.0
IN,2015,CoC,16334262.0
IN,2015,ESG,5454902.0
IN,2015,HOME,17747151.0
IN,2015,HOPWA,1903007.0
IN,2016,CDBG,60833178.0
IN,2016,CoC,17889804.0
IN,2016,ESG,5434207.0
IN,2016,HOME,18963083.0
IN,2016,HOPWA,1940304.0
IN,2016,HTF,3000000.0
IN,2017,CDBG,60281194.0
IN,2017,CoC,19300787.0
IN,2017,ESG,7206310.0
IN,2017,HOME,18699081.0
IN,2017,HOPWA,2210916.0
IN,2017,HTF,3367317.0
IN,2018,CDBG,66213643.0
IN,2018,ESG,5423874.0
IN,2018,HOME,26555447.0
IN,2018,HOPWA,2504487.0
IN,2018,HTF,3937462.0
KS,2003,CDBG,32579000.0
KS,2003,Emergency Shelter Grants Program,1184000.0
KS,2003,HOME,14038026.0
KS,2003,HOPWA,369000.0
KS,2004,CDBG,32750344.0
KS,2004,Emergency Shelter Grants Program,1191504.0
KS,2004,HOME,14178314.0
KS,2004,HOPWA,363000.0
KS,2005,CDBG,31118713.0
KS,2005,CoC,5381461.0
KS,2005,Emergency Shelter Grants Program,1197699.0
KS,2005,HOME,13434644.0
KS,2005,HOPWA,349000.0
KS,2006,CDBG,28071285.0
KS,2006,CoC,6132582.0
KS,2006,Emergency Shelter Grants Program,1196801.0
KS,2006,HOME,12650520.0
KS,2006,HOPWA,331000.0
KS,2007,CDBG,28188462.0
KS,2007,CoC,6982215.0
KS,2007,Emergency Shelter Grants Program,1210406.0
KS,2007,HOME,12763234.0
KS,2007,HOPWA,332000.0
KS,2008,CDBG,27328540.0
KS,2008,CoC,6292629.0
KS,2008,Emergency Shelter Grants Program,1214724.0
KS,2008,HOME,12391149.0
KS,2008,HOPWA,346000.0
KS,2009,CDBG,27768414.0
KS,2009,CoC,6060060.0
KS,2009,Emergency Shelter Grants Program,1216760.0
KS,2009,HOME,13800782.0
KS,2009,HOPWA,357333.0
KS,2009,NSP,20970242.0
KS,2010,CDBG,30264453.0
KS,2010,CoC,8010111.0
KS,2010,Emergency Shelter Grants Program,1218485.0
KS,2010,HOME,13784637.0
KS,2010,HOPWA,384683.0
KS,2011,CDBG,25325915.0
KS,2011,CoC,8292877.0
KS,2011,ESG,689717.0
KS,2011,Emergency Shelter Grants Program,1226164.0
KS,2011,HOME,12084378.0
KS,2011,HOPWA,384759.0
KS,2011,NSP,6137796.0
KS,2012,CDBG,23399317.0
KS,2012,CoC,8497139.0
KS,2012,ESG,2193158.0
KS,2012,HOME,8114471.0
KS,2012,HOPWA,386858.0
KS,2013,CDBG,24338366.0
KS,2013,CoC,9274899.0
KS,2013,ESG,1707090.0
KS,2013,HOME,7660259.0
KS,2013,HOPWA,366886.0
KS,2014,CDBG,23990018.0
KS,2014,CoC,9158715.0
KS,2014,ESG,1977218.0
KS,2014,HOME,7989899.0
KS,2014,HOPWA,393106.0
KS,2015,CDBG,23708951.0
KS,2015,CoC,8869983.0
KS,2015,ESG,2138389.0
KS,2015,HOME,7171270.0
KS,2015,HOPWA,392882.0
KS,2016,CDBG,23909769.0
KS,2016,CoC,7532204.0
KS,2016,ESG,2134035.0
KS,2016,HOME,7678549.0
KS,2016,HOPWA,397381.0
KS,2016,HTF,3000000.0
KS,2017,CDBG,23530827.0
KS,2017,CoC,7835720.0
KS,2017,ESG,2904871.0
KS,2017,HOME,7547791.0
KS,2017,HOPWA,452803.0
KS,2017,HTF,3000000.0
KS,2018,CDBG,25833259.0
KS,2018,ESG,2116271.0
KS,2018,HOME,10803263.0
KS,2018,HOPWA,512927.0
KS,2018,HTF,3000000.0
KY,2003,CDBG,53024000.0
KY,2003,Emergency Shelter Grants Program,1994000.0
KY,2003,HOME,25738196.0
KY,2003,HOPWA,858000.0
KY,2004,CDBG,53680857.0
KY,2004,Emergency Shelter Grants Program,1939223.0
KY,2004,HOME,25946662.0
KY,2004,HOPWA,2311690.0
KY,2005,CDBG,50984383.0
KY,2005,CoC,11720250.0
KY,2005,Emergency Shelter Grants Program,1963162.0
KY,2005,HOME,24795442.0
KY,2005,HOPWA,1877915.0
KY,2006,CDBG,45910874.0
KY,2006,CoC,13240966.0
KY,2006,Emergency Shelter Grants Program,1960753.0
KY,2006,HOME,23376317.0
KY,2006,HOPWA,857000.0
KY,2007,CDBG,46048217.0
KY,2007,CoC,15261379.0
KY,2007,Emergency Shelter Grants Program,1979649.0
KY,2007,HOME,23506490.0
KY,2007,HOPWA,1295160.0
KY,2008,CDBG,44682588.0
KY,2008,CoC,15258848.0
KY,2008,Emergency Shelter Grants Program,1984344.0
KY,2008,HOME,22866172.0
KY,2008,HOPWA,2337000.0
KY,2009,CDBG,45405225.0
KY,2009,CoC,17817190.0
KY,2009,Emergency Shelter Grants Program,1989420.0
KY,2009,HOME,25422414.0
KY,2009,HOPWA,955293.0
KY,2009,NSP,44382509.0
KY,2010,CDBG,49407821.0
KY,2010,CoC,18164220.0
KY,2010,Emergency Shelter Grants Program,1992035.0
KY,2010,HOME,25358970.0
KY,2010,HOPWA,1482953.0
KY,2011,CDBG,41383633.0
KY,2011,CoC,18391306.0
KY,2011,ESG,1126020.0
KY,2011,Emergency Shelter Grants Program,2001813.0
KY,2011,HOME,22282942.0
KY,2011,HOPWA,2485412.0
KY,2011,NSP,5000000.0
KY,2012,CDBG,38294674.0
KY,2012,CoC,18912851.0
KY,2012,ESG,3583714.0
KY,2012,HOME,14055736.0
KY,2012,HOPWA,1068558.0
KY,2013,CDBG,40067528.0
KY,2013,CoC,18602499.0
KY,2013,ESG,2793780.0
KY,2013,HOME,13400382.0
KY,2013,HOPWA,1493140.0
KY,2014,CDBG,39563009.0
KY,2014,CoC,19006587.0
KY,2014,ESG,3255035.0
KY,2014,HOME,14047202.0
KY,2014,HOPWA,2533954.0
KY,2015,CDBG,38993937.0
KY,2015,CoC,18635431.0
KY,2015,ESG,3526513.0
KY,2015,HOME,12645070.0
KY,2015,HOPWA,1107130.0
KY,2016,CDBG,39217682.0
KY,2016,CoC,19063607.0
KY,2016,ESG,3509818.0
KY,2016,HOME,13192329.0
KY,2016,HOPWA,1129948.0
KY,2016,HTF,3000000.0
KY,2017,CDBG,38662759.0
KY,2017,CoC,19389282.0
KY,2017,ESG,4785022.0
KY,2017,HOME,13224729.0
KY,2017,HOPWA,1287540.0
KY,2017,HTF,3000000.0
KY,2018,CDBG,42475737.0
KY,2018,ESG,3475305.0
KY,2018,HOME,19192623.0
KY,2018,HOPWA,1458503.0
KY,2018,HTF,3000000.0
LA,2003,CDBG,72776000.0
LA,2003,Emergency Shelter Grants Program,2871000.0
LA,2003,HOME,32391213.0
LA,2003,HOPWA,4314000.0
LA,2004,CDBG,73159354.0
LA,2004,Emergency Shelter Grants Program,2661738.0
LA,2004,HOME,32585794.0
LA,2004,HOPWA,6285139.0
LA,2005,CDBG,69456002.0
LA,2005,CoC,22148086.0
LA,2005,Emergency Shelter Grants Program,2675594.0
LA,2005,HOME,31149309.0
LA,2005,HOPWA,7377000.0
LA,2006,CDBG,62609576.0
LA,2006,CoC,23040681.0
LA,2006,Emergency Shelter Grants Program,2671276.0
LA,2006,HOME,29282361.0
LA,2006,HOPWA,5520000.0
LA,2007,CDBG,62772630.0
LA,2007,CoC,24917454.0
LA,2007,Emergency Shelter Grants Program,2699773.0
LA,2007,HOME,29425766.0
LA,2007,HOPWA,6102912.0
LA,2008,CDBG,63990380.0
LA,2008,CoC,28515396.0
LA,2008,Emergency Shelter Grants Program,2704963.0
LA,2008,HOME,28521480.0
LA,2008,HOPWA,5236000.0
LA,2009,CDBG,64020581.0
LA,2009,CoC,27435402.0
LA,2009,Emergency Shelter Grants Program,2849069.0
LA,2009,HOME,31821805.0
LA,2009,HOPWA,5976914.0
LA,2009,NSP,38795050.0
LA,2010,CDBG,68563722.0
LA,2010,CoC,28251490.0
LA,2010,Emergency Shelter Grants Program,2838008.0
LA,2010,HOME,31710303.0
LA,2010,HOPWA,7619705.0
LA,2010,NSP,29782103.0
LA,2011,CDBG,57131650.0
LA,2011,CoC,28087752.0
LA,2011,ESG,1562560.0
LA,2011,Emergency Shelter Grants Program,2777883.0
LA,2011,HOME,27883989.0
LA,2011,HOPWA,6954149.0
LA,2011,NSP,5000000.0
LA,2012,CDBG,45354000.0
LA,2012,CoC,30098501.0
LA,2012,ESG,4947453.0
LA,2012,HOME,14605721.0
LA,2012,HOPWA,7403964.0
LA,2013,CDBG,46348983.0
LA,2013,CoC,30763503.0
LA,2013,ESG,3308771.0
LA,2013,HOME,13145781.0
LA,2013,HOPWA,8368962.0
LA,2014,CDBG,45226542.0
LA,2014,CoC,31585302.0
LA,2014,ESG,3765333.0
LA,2014,HOME,14007815.0
LA,2014,HOPWA,7934172.0
LA,2015,CDBG,43939220.0
LA,2015,CoC,43574952.0
LA,2015,ESG,4031341.0
LA,2015,HOME,12399551.0
LA,2015,HOPWA,7764860.0
LA,2016,CDBG,43971970.0
LA,2016,CoC,45603512.0
LA,2016,ESG,3955055.0
LA,2016,HOME,13031724.0
LA,2016,HOPWA,7753381.0
LA,2016,HTF,3000000.0
LA,2017,CDBG,43743236.0
LA,2017,CoC,47049826.0
LA,2017,ESG,4809085.0
LA,2017,HOME,12965181.0
LA,2017,HOPWA,8002891.0
LA,2017,HTF,3000000.0
LA,2018,CDBG,48136388.0
LA,2018,ESG,3935916.0
LA,2018,HOME,18927075.0
LA,2018,HOPWA,8211758.0
LA,2018,HTF,3068829.0
MA,2003,CDBG,130297000.0
MA,2003,Emergency Shelter Grants Program,4453000.0
MA,2003,HOME,49291018.0
MA,2003,HOPWA,4290000.0
MA,2004,CDBG,129682737.0
MA,2004,Emergency Shelter Grants Program,4765713.0
MA,2004,HOME,49129177.0
MA,2004,HOPWA,4980716.0
MA,2005,CDBG,123026370.0
MA,2005,CoC,49006274.0
MA,2005,Emergency Shelter Grants Program,4742840.0
MA,2005,HOME,47612018.0
MA,2005,HOPWA,3619000.0
MA,2006,CDBG,111102972.0
MA,2006,CoC,52673066.0
MA,2006,Emergency Shelter Grants Program,4731712.0
MA,2006,HOME,44602936.0
MA,2006,HOPWA,5826002.0
