state,year,program,amount
MA,2007,CDBG,110818135.0
MA,2007,CoC,54722892.0
MA,2007,Emergency Shelter Grants Program,4791184.0
MA,2007,HOME,44713353.0
MA,2007,HOPWA,6188152.0
MA,2008,CDBG,107289015.0
MA,2008,CoC,59562330.0
MA,2008,Emergency Shelter Grants Program,4775110.0
MA,2008,HOME,43217140.0
MA,2008,HOPWA,3684000.0
MA,2009,CDBG,108778919.0
MA,2009,CoC,61122318.0
MA,2009,Emergency Shelter Grants Program,4776868.0
MA,2009,HOME,48154094.0
MA,2009,HOPWA,6023381.0
MA,2009,NSP,54806330.0
MA,2010,CDBG,117649272.0
MA,2010,CoC,62411876.0
MA,2010,Emergency Shelter Grants Program,4779076.0
MA,2010,HOME,48030929.0
MA,2010,HOPWA,6729868.0
MA,2010,NSP,114050914.0
MA,2011,CDBG,98171023.0
MA,2011,CoC,64704393.0
MA,2011,ESG,2681171.0
MA,2011,Emergency Shelter Grants Program,4766527.0
MA,2011,HOME,42472792.0
MA,2011,HOPWA,5238627.0
MA,2011,NSP,7387994.0
MA,2012,CDBG,88974486.0
MA,2012,CoC,68902972.0
MA,2012,ESG,8501355.0
MA,2012,HOME,25171557.0
MA,2012,HOPWA,6339005.0
MA,2013,CDBG,93925552.0
MA,2013,CoC,69217906.0
MA,2013,ESG,6491035.0
MA,2013,HOME,24810459.0
MA,2013,HOPWA,6859532.0
MA,2014,CDBG,92485852.0
MA,2014,CoC,69697825.0
MA,2014,ESG,7630391.0
MA,2014,HOME,25889708.0
MA,2014,HOPWA,4455788.0
MA,2015,CDBG,91243282.0
MA,2015,CoC,68050963.0
MA,2015,ESG,8243877.0
MA,2015,HOME,23021109.0
MA,2015,HOPWA,7232744.0
MA,2016,CDBG,91588301.0
MA,2016,CoC,69803032.0
MA,2016,ESG,8213197.0
MA,2016,HOME,24496334.0
MA,2016,HOPWA,4224592.0
MA,2016,HTF,3419569.0
MA,2017,CDBG,91053974.0
MA,2017,CoC,73552552.0
MA,2017,ESG,10713258.0
MA,2017,HOME,24336789.0
MA,2017,HOPWA,4813791.0
MA,2017,HTF,4604660.0
MA,2018,CDBG,100375780.0
MA,2018,ESG,8194277.0
MA,2018,HOME,34218017.0
MA,2018,HOPWA,5452978.0
MA,2018,HTF,5720333.0
MD,2003,CDBG,66749000.0
MD,2003,Emergency Shelter Grants Program,2255000.0
MD,2003,HOME,26332480.0
MD,2003,HOPWA,11795657.0
MD,2004,CDBG,66210017.0
MD,2004,Emergency Shelter Grants Program,2441497.0
MD,2004,HOME,26413852.0
MD,2004,HOPWA,8816000.0
MD,2005,CDBG,62825193.0
MD,2005,CoC,33464732.0
MD,2005,Emergency Shelter Grants Program,2421516.0
MD,2005,HOME,25195226.0
MD,2005,HOPWA,10926329.0
MD,2006,CDBG,56188331.0
MD,2006,CoC,35810270.0
MD,2006,Emergency Shelter Grants Program,2416396.0
MD,2006,HOME,23702869.0
MD,2006,HOPWA,9860000.0
MD,2007,CDBG,56098857.0
MD,2007,CoC,39094845.0
MD,2007,Emergency Shelter Grants Program,2423175.0
MD,2007,HOME,23794056.0
MD,2007,HOPWA,10182460.0
MD,2008,CDBG,53953047.0
MD,2008,CoC,42378749.0
MD,2008,Emergency Shelter Grants Program,2417181.0
MD,2008,HOME,22984968.0
MD,2008,HOPWA,11920500.0
MD,2009,CDBG,54586079.0
MD,2009,CoC,44198138.0
MD,2009,Emergency Shelter Grants Program,2402173.0
MD,2009,HOME,25597851.0
MD,2009,HOPWA,9623346.0
MD,2009,NSP,46370822.0
MD,2010,CDBG,59055404.0
MD,2010,CoC,47033196.0
MD,2010,Emergency Shelter Grants Program,2395632.0
MD,2010,HOME,25534437.0
MD,2010,HOPWA,14026900.0
MD,2010,NSP,26092880.0
MD,2011,CDBG,49389644.0
MD,2011,CoC,47619341.0
MD,2011,ESG,1345844.0
MD,2011,Emergency Shelter Grants Program,2392611.0
MD,2011,HOME,22560595.0
MD,2011,HOPWA,12874775.0
MD,2011,NSP,6802242.0
MD,2012,CDBG,42440741.0
MD,2012,CoC,49140862.0
MD,2012,ESG,4277015.0
MD,2012,HOME,12899979.0
MD,2012,HOPWA,11561274.0
MD,2013,CDBG,44793382.0
MD,2013,CoC,48413020.0
MD,2013,ESG,3096198.0
MD,2013,HOME,12706045.0
MD,2013,HOPWA,9673018.0
MD,2014,CDBG,44601770.0
MD,2014,CoC,48362263.0
MD,2014,ESG,3638957.0
MD,2014,HOME,13548392.0
MD,2014,HOPWA,18151438.0
MD,2015,CDBG,44310159.0
MD,2015,CoC,47028670.0
MD,2015,ESG,3975651.0
MD,2015,HOME,12361825.0
MD,2015,HOPWA,10747014.0
MD,2016,CDBG,45051559.0
MD,2016,CoC,48235071.0
MD,2016,ESG,3988674.0
MD,2016,HOME,12596910.0
MD,2016,HOPWA,10051062.0
MD,2016,HTF,3000000.0
MD,2017,CDBG,45407350.0
MD,2017,CoC,50221552.0
MD,2017,ESG,6616093.0
MD,2017,HOME,12514042.0
MD,2017,HOPWA,10241524.0
MD,2017,HTF,3071109.0
MD,2018,CDBG,50292729.0
MD,2018,ESG,4082519.0
MD,2018,HOME,18187215.0
MD,2018,HOPWA,10399684.0
MD,2018,HTF,3578771.0
ME,2003,CDBG,22763000.0
ME,2003,Emergency Shelter Grants Program,785000.0
ME,2003,HOME,8661671.0
ME,2003,HOPWA,1327675.0
ME,2004,CDBG,23234633.0
ME,2004,Emergency Shelter Grants Program,832474.0
ME,2004,HOME,8739434.0
ME,2005,CDBG,22222168.0
ME,2005,CoC,8029580.0
ME,2005,Emergency Shelter Grants Program,849687.0
ME,2005,HOME,8391187.0
ME,2005,HOPWA,990976.0
ME,2006,CDBG,20039568.0
ME,2006,CoC,8481216.0
ME,2006,Emergency Shelter Grants Program,854614.0
ME,2006,HOME,7896771.0
ME,2006,HOPWA,2676524.0
ME,2007,CDBG,19968318.0
ME,2007,CoC,9219303.0
ME,2007,Emergency Shelter Grants Program,864059.0
ME,2007,HOME,8014981.0
ME,2008,CDBG,19399640.0
ME,2008,CoC,9533111.0
ME,2008,Emergency Shelter Grants Program,860526.0
ME,2008,HOME,7727024.0
ME,2009,CDBG,19658519.0
ME,2009,CoC,10473921.0
ME,2009,Emergency Shelter Grants Program,863736.0
ME,2009,HOME,8476113.0
ME,2009,HOPWA,3791135.0
ME,2009,NSP,19600000.0
ME,2010,CDBG,21363472.0
ME,2010,CoC,10900777.0
ME,2010,Emergency Shelter Grants Program,862543.0
ME,2010,HOME,8457162.0
ME,2011,CDBG,17889167.0
ME,2011,CoC,10551606.0
ME,2011,ESG,486864.0
ME,2011,Emergency Shelter Grants Program,865537.0
ME,2011,HOME,7483898.0
ME,2011,HOPWA,930909.0
ME,2011,NSP,5000000.0
ME,2012,CDBG,16106214.0
ME,2012,CoC,10967433.0
ME,2012,ESG,1549156.0
ME,2012,HOME,4708728.0
ME,2012,HOPWA,3796621.0
ME,2013,CDBG,17062380.0
ME,2013,CoC,10944067.0
ME,2013,ESG,1175027.0
ME,2013,HOME,4397853.0
ME,2014,CDBG,16729757.0
ME,2014,CoC,10408035.0
ME,2014,ESG,1386126.0
ME,2014,HOME,4610330.0
ME,2015,CDBG,16487091.0
ME,2015,CoC,11977853.0
ME,2015,ESG,1491234.0
ME,2015,HOME,4155326.0
ME,2015,HOPWA,3796621.0
ME,2016,CDBG,16494704.0
ME,2016,CoC,11810751.0
ME,2016,ESG,1483975.0
ME,2016,HOME,4303357.0
ME,2016,HTF,3000000.0
ME,2017,CDBG,16257573.0
ME,2017,CoC,12932975.0
ME,2017,ESG,1472565.0
ME,2017,HOME,4247302.0
ME,2017,HTF,3000000.0
ME,2018,CDBG,17850743.0
ME,2018,ESG,1460637.0
ME,2018,HOME,6334274.0
ME,2018,HTF,3000000.0
MI,2003,CDBG,156014000.0
MI,2003,Emergency Shelter Grants Program,5732000.0
MI,2003,HOME,52955762.0
MI,2003,HOPWA,2864000.0
MI,2004,CDBG,155763247.0
MI,2004,Emergency Shelter Grants Program,5706390.0
MI,2004,HOME,53280353.0
MI,2004,HOPWA,3295000.0
MI,2005,CDBG,147619483.0
MI,2005,CoC,47779576.0
MI,2005,Emergency Shelter Grants Program,5696746.0
MI,2005,HOME,51145977.0
MI,2005,HOPWA,2808000.0
MI,2006,CDBG,132843845.0
MI,2006,CoC,46959756.0
MI,2006,Emergency Shelter Grants Program,5677665.0
MI,2006,HOME,46805635.0
MI,2006,HOPWA,2871000.0
MI,2007,CDBG,132957716.0
MI,2007,CoC,50134897.0
MI,2007,Emergency Shelter Grants Program,5728774.0
MI,2007,HOME,47689246.0
MI,2007,HOPWA,2942000.0
MI,2008,CDBG,127951302.0
MI,2008,CoC,60374554.0
MI,2008,Emergency Shelter Grants Program,5736165.0
MI,2008,HOME,46349520.0
MI,2008,HOPWA,3357000.0
MI,2009,CDBG,130140499.0
MI,2009,CoC,61109522.0
MI,2009,Emergency Shelter Grants Program,5696825.0
MI,2009,HOME,51391518.0
MI,2009,HOPWA,4852226.0
MI,2009,NSP,263563262.0
MI,2010,CDBG,141260510.0
MI,2010,CoC,60805675.0
MI,2010,Emergency Shelter Grants Program,5702136.0
MI,2010,HOME,51187552.0
MI,2010,HOPWA,3499110.0
MI,2010,NSP,223875399.0
MI,2011,CDBG,118346494.0
MI,2011,CoC,63868305.0
MI,2011,ESG,3219672.0
MI,2011,Emergency Shelter Grants Program,5723860.0
MI,2011,HOME,45206684.0
MI,2011,HOPWA,3564250.0
MI,2011,NSP,57524474.0
MI,2012,CDBG,111620816.0
MI,2012,CoC,62512211.0
MI,2012,ESG,10248497.0
MI,2012,HOME,30838799.0
MI,2012,HOPWA,5119606.0
MI,2013,CDBG,115122740.0
MI,2013,CoC,65168481.0
MI,2013,ESG,8143160.0
MI,2013,HOME,28694421.0
MI,2013,HOPWA,3468550.0
MI,2014,CDBG,113000731.0
MI,2014,CoC,67691167.0
MI,2014,ESG,9352423.0
MI,2014,HOME,30509779.0
MI,2014,HOPWA,3933501.0
MI,2015,CDBG,111158438.0
MI,2015,CoC,70003848.0
MI,2015,ESG,10097444.0
MI,2015,HOME,27333927.0
MI,2015,HOPWA,5400023.0
MI,2016,CDBG,111447353.97
MI,2016,CoC,67592108.0
MI,2016,ESG,10068382.0
MI,2016,HOME,29024174.0
MI,2016,HOPWA,4316933.0
MI,2016,HTF,3522622.0
MI,2017,CDBG,111243088.0
MI,2017,CoC,70300799.0
MI,2017,ESG,10565135.0
MI,2017,HOME,29321913.0
MI,2017,HOPWA,4568798.0
MI,2017,HTF,4851072.0
MI,2018,CDBG,122156732.0
MI,2018,ESG,10004007.0
MI,2018,HOME,42059924.0
MI,2018,HOPWA,4816009.0
MI,2018,HTF,6004558.0
MN,2003,CDBG,68473000.0
MN,2003,Emergency Shelter Grants Program,2427000.0
MN,2003,HOME,23139155.0
MN,2003,HOPWA,948000.0
MN,2004,CDBG,68427235.0
MN,2004,Emergency Shelter Grants Program,2504450.0
MN,2004,HOME,23461696.0
MN,2004,HOPWA,1317731.0
MN,2005,CDBG,64985556.0
MN,2005,CoC,19019722.0
MN,2005,Emergency Shelter Grants Program,2502571.0
MN,2005,HOME,22611431.0
MN,2005,HOPWA,902000.0
MN,2006,CDBG,58541839.0
MN,2006,CoC,18083083.0
MN,2006,Emergency Shelter Grants Program,2499359.0
MN,2006,HOME,21333667.0
MN,2006,HOPWA,941000.0
MN,2007,CDBG,58653019.0
MN,2007,CoC,17760101.0
MN,2007,Emergency Shelter Grants Program,2524477.0
MN,2007,HOME,21355945.0
MN,2007,HOPWA,1368029.0
MN,2008,CDBG,56694723.0
MN,2008,CoC,19870768.0
MN,2008,Emergency Shelter Grants Program,2527170.0
MN,2008,HOME,20598301.0
MN,2008,HOPWA,3946726.0
MN,2009,CDBG,57360562.0
MN,2009,CoC,21166774.0
MN,2009,Emergency Shelter Grants Program,2524240.0
MN,2009,HOME,22889776.0
MN,2009,HOPWA,1028083.0
MN,2009,NSP,57783175.0
MN,2010,CDBG,62071555.0
MN,2010,CoC,22829169.0
MN,2010,Emergency Shelter Grants Program,2516394.0
MN,2010,HOME,22802205.0
MN,2010,HOPWA,1536024.0
MN,2010,NSP,37486779.0
MN,2011,CDBG,51888923.0
MN,2011,CoC,24012605.0
MN,2011,ESG,1414317.0
MN,2011,Emergency Shelter Grants Program,2514339.0
MN,2011,HOME,20166801.0
MN,2011,HOPWA,1613706.0
MN,2011,NSP,12427112.0
MN,2012,CDBG,47038219.0
MN,2012,CoC,25479439.0
MN,2012,ESG,4493444.0
MN,2012,HOME,13486827.0
MN,2012,HOPWA,1162156.0
MN,2013,CDBG,49510249.0
MN,2013,CoC,26038025.0
MN,2013,ESG,3431628.0
MN,2013,HOME,13520688.0
MN,2013,HOPWA,2097159.0
MN,2014,CDBG,48820574.0
MN,2014,CoC,28929712.0
MN,2014,ESG,4022150.0
MN,2014,HOME,14294442.0
MN,2014,HOPWA,2093206.0
MN,2015,CDBG,47974945.0
MN,2015,CoC,32076052.0
MN,2015,ESG,4351701.0
MN,2015,HOME,12820906.0
MN,2015,HOPWA,1187288.0
MN,2016,CDBG,47941187.0
MN,2016,CoC,32071558.0
MN,2016,ESG,4318401.0
MN,2016,HOME,13532759.0
MN,2016,HOPWA,1208837.0
MN,2016,HTF,3000000.0
MN,2017,CDBG,47723087.0
MN,2017,CoC,33094266.0
MN,2017,ESG,4296472.0
MN,2017,HOME,13414472.0
MN,2017,HOPWA,1377432.0
MN,2017,HTF,3118428.0
MN,2018,CDBG,52293922.0
MN,2018,ESG,4294809.0
MN,2018,HOME,18693760.0
MN,2018,HOPWA,1560330.0
MN,2018,HTF,3445781.0
MO,2003,CDBG,80222000.0
MO,2003,Emergency Shelter Grants Program,2905000.0
MO,2003,HOME,31954696.0
MO,2003,HOPWA,2684000.0
MO,2004,CDBG,80309120.0
MO,2004,Emergency Shelter Grants Program,2934112.0
MO,2004,HOME,32097978.0
MO,2004,HOPWA,2691000.0
MO,2005,CDBG,76161573.0
MO,2005,CoC,17787032.0
MO,2005,Emergency Shelter Grants Program,2937084.0
MO,2005,HOME,30728140.0
MO,2005,HOPWA,2557000.0
MO,2006,CDBG,68159450.0
MO,2006,CoC,22803189.0
MO,2006,Emergency Shelter Grants Program,2929173.0
MO,2006,HOME,29088243.0
MO,2006,HOPWA,4105045.0
MO,2007,CDBG,67688027.0
MO,2007,CoC,22462137.0
MO,2007,Emergency Shelter Grants Program,2939198.0
MO,2007,HOME,29040090.0
MO,2007,HOPWA,2508000.0
MO,2008,CDBG,65420993.0
MO,2008,CoC,27796402.0
MO,2008,Emergency Shelter Grants Program,2934739.0
MO,2008,HOME,28016284.0
MO,2008,HOPWA,2655000.0
MO,2009,CDBG,66111994.0
MO,2009,CoC,28000632.0
MO,2009,Emergency Shelter Grants Program,2922736.0
MO,2009,HOME,31261349.0
MO,2009,HOPWA,4769315.0
MO,2009,NSP,64859275.0
MO,2010,CDBG,71768251.0
MO,2010,CoC,27357782.0
MO,2010,Emergency Shelter Grants Program,2918942.0
MO,2010,HOME,31146811.0
MO,2010,HOPWA,2997269.0
MO,2011,CDBG,60244487.0
MO,2011,CoC,27371596.0
MO,2011,ESG,1635579.0
MO,2011,Emergency Shelter Grants Program,2907696.0
MO,2011,HOME,27420584.0
MO,2011,HOPWA,3017137.0
MO,2011,NSP,13110604.0
MO,2012,CDBG,56650547.0
MO,2012,CoC,28686184.0
MO,2012,ESG,5217015.0
MO,2012,HOME,18430106.0
MO,2012,HOPWA,5118586.0
MO,2013,CDBG,58787342.0
MO,2013,CoC,29134013.0
MO,2013,ESG,4132886.0
MO,2013,HOME,17600508.0
MO,2013,HOPWA,2880042.0
MO,2014,CDBG,57837662.0
MO,2014,CoC,29676813.0
MO,2014,ESG,4775809.0
MO,2014,HOME,18438734.0
MO,2014,HOPWA,3018699.0
MO,2015,CDBG,57167318.0
MO,2015,CoC,31381154.0
MO,2015,ESG,5155454.0
MO,2015,HOME,16394400.0
MO,2015,HOPWA,5088833.0
MO,2016,CDBG,57263371.0
MO,2016,CoC,34048619.0
MO,2016,ESG,5145836.0
MO,2016,HOME,17387170.0
MO,2016,HOPWA,3057410.0
MO,2016,HTF,3000000.0
MO,2017,CDBG,56718498.0
MO,2017,CoC,35730419.0
MO,2017,ESG,5628077.0
MO,2017,HOME,16730047.0
MO,2017,HOPWA,3483824.0
MO,2017,HTF,3357775.0
MO,2018,CDBG,62668017.0
MO,2018,ESG,5105037.0
MO,2018,HOME,24597461.0
MO,2018,HOPWA,3946414.0
MO,2018,HTF,3970270.0
MS,2003,CDBG,40253000.0
MS,2003,Emergency Shelter Grants Program,1590000.0
MS,2003,HOME,17890128.0
MS,2003,HOPWA,1172000.0
MS,2004,CDBG,41166279.0
MS,2004,Emergency Shelter Grants Program,1472064.0
MS,2004,HOME,17979436.0
MS,2004,HOPWA,1480000.0
MS,2005,CDBG,39164591.0
MS,2005,CoC,2929251.0
MS,2005,Emergency Shelter Grants Program,1508261.0
MS,2005,HOME,17069065.0
MS,2005,HOPWA,1747000.0
MS,2006,CDBG,35369556.0
MS,2006,CoC,3043277.0
MS,2006,Emergency Shelter Grants Program,1509173.0
MS,2006,HOME,16206009.0
MS,2006,HOPWA,1646000.0
MS,2007,CDBG,35529194.0
MS,2007,CoC,3818384.0
MS,2007,Emergency Shelter Grants Program,1524959.0
MS,2007,HOME,16301432.0
MS,2007,HOPWA,1682000.0
MS,2008,CDBG,34623270.0
MS,2008,CoC,4041785.0
MS,2008,Emergency Shelter Grants Program,1531148.0
MS,2008,HOME,15814069.0
MS,2008,HOPWA,2985393.0
MS,2009,CDBG,35174071.0
MS,2009,CoC,4200258.0
MS,2009,Emergency Shelter Grants Program,1541545.0
MS,2009,HOME,18031640.0
MS,2009,HOPWA,1739542.0
MS,2009,NSP,46267963.0
MS,2010,CDBG,38270634.0
MS,2010,CoC,5032017.0
MS,2010,Emergency Shelter Grants Program,1543674.0
MS,2010,HOME,18066302.0
MS,2010,HOPWA,1918992.0
MS,2011,CDBG,32081524.0
MS,2011,CoC,5660323.0
MS,2011,ESG,872206.0
MS,2011,Emergency Shelter Grants Program,1550588.0
MS,2011,HOME,15865280.0
MS,2011,HOPWA,3155263.0
MS,2011,NSP,5000000.0
MS,2012,CDBG,27513192.0
MS,2012,CoC,6112768.0
MS,2012,ESG,2778176.0
MS,2012,HOME,9472960.0
MS,2012,HOPWA,2125613.0
MS,2013,CDBG,28054205.0
MS,2013,CoC,5752813.0
MS,2013,ESG,2007240.0
MS,2013,HOME,8496568.0
MS,2013,HOPWA,2064427.0
MS,2014,CDBG,26967598.0
MS,2014,CoC,5527884.0
MS,2014,ESG,2279088.0
MS,2014,HOME,8811476.0
MS,2014,HOPWA,3269786.0
MS,2015,CDBG,26510396.0
MS,2015,CoC,5444246.0
MS,2015,ESG,2403801.0
MS,2015,HOME,7816417.0
MS,2015,HOPWA,2380576.0
MS,2016,CDBG,26789607.0
MS,2016,CoC,5367903.0
MS,2016,ESG,2386052.0
MS,2016,HOME,8151443.0
MS,2016,HOPWA,2456198.0
MS,2016,HTF,3000000.0
MS,2017,CDBG,26341467.0
MS,2017,CoC,5026381.0
MS,2017,ESG,2558114.0
MS,2017,HOME,8081746.0
MS,2017,HOPWA,2611872.0
MS,2017,HTF,3000000.0
MS,2018,CDBG,28795976.0
MS,2018,ESG,2362844.0
MS,2018,HOME,12170359.0
MS,2018,HOPWA,2766867.0
MS,2018,HTF,3000000.0
MT,2003,CDBG,10632000.0
MT,2003,Emergency Shelter Grants Program,369000.0
MT,2003,HOME,6394281.0
MT,2004,CDBG,10765727.0
MT,2004,Emergency Shelter Grants Program,388841.0
MT,2004,HOME,6452750.0
MT,2004,HOPWA,1450800.0
MT,2005,CDBG,10238206.0
MT,2005,CoC,2017402.0
MT,2005,Emergency Shelter Grants Program,393710.0
MT,2005,HOME,6165904.0
MT,2005,HOPWA,1429307.0
MT,2006,CDBG,9236348.0
MT,2006,CoC,1839392.0
MT,2006,Emergency Shelter Grants Program,393738.0
MT,2006,HOME,5821004.0
MT,2007,CDBG,9288624.0
MT,2007,CoC,2155765.0
MT,2007,Emergency Shelter Grants Program,398241.0
MT,2007,HOME,5845675.0
MT,2008,CDBG,8984320.0
MT,2008,CoC,2149136.0
MT,2008,Emergency Shelter Grants Program,400287.0
MT,2008,HOME,5654086.0
MT,2009,CDBG,9138765.0
MT,2009,CoC,2436813.0
MT,2009,Emergency Shelter Grants Program,400013.0
MT,2009,HOME,6296975.0
MT,2009,HOPWA,1429307.0
MT,2009,NSP,19600000.0
MT,2010,CDBG,9933211.0
MT,2010,CoC,2774883.0
MT,2010,Emergency Shelter Grants Program,401022.0
MT,2010,HOME,6307952.0
MT,2011,CDBG,8325198.0
MT,2011,CoC,2744642.0
MT,2011,ESG,226377.0
MT,2011,Emergency Shelter Grants Program,402448.0
MT,2011,HOME,5541150.0
MT,2011,HOPWA,1430000.0
MT,2011,NSP,5000000.0
MT,2012,CDBG,7347866.0
MT,2012,CoC,2648326.0
MT,2012,ESG,720940.0
MT,2012,HOME,3890397.0
MT,2012,HOPWA,1482040.0
MT,2013,CDBG,7859720.0
MT,2013,CoC,2728741.0
MT,2013,ESG,536065.0
MT,2013,HOME,3863042.0
MT,2014,CDBG,7682277.0
MT,2014,CoC,2648499.0
MT,2014,ESG,638514.0
MT,2014,HOME,3893570.0
MT,2014,HOPWA,1474000.0
MT,2015,CDBG,7485455.0
MT,2015,CoC,2455596.0
MT,2015,ESG,684772.0
MT,2015,HOME,3759327.0
MT,2015,HOPWA,1482040.0
MT,2016,CDBG,7609786.0
MT,2016,CoC,2446282.0
MT,2016,ESG,673738.0
MT,2016,HOME,3824936.0
MT,2016,HTF,3000000.0
MT,2017,CDBG,7540103.0
MT,2017,CoC,2500597.0
MT,2017,ESG,935979.0
MT,2017,HOME,3771405.0
MT,2017,HTF,3000000.0
MT,2018,CDBG,8262908.0
MT,2018,ESG,677704.0
MT,2018,HOME,4180471.0
MT,2018,HTF,3000000.0
NC,2003,CDBG,82127000.0
NC,2003,Emergency Shelter Grants Program,2589000.0
NC,2003,HOME,41759810.0
NC,2003,HOPWA,2826000.0
NC,2004,CDBG,83397304.0
NC,2004,Emergency Shelter Grants Program,3003573.0
NC,2004,HOME,42028657.0
NC,2004,HOPWA,3005000.0
NC,2005,CDBG,79316551.0
NC,2005,CoC,13139239.0
NC,2005,Emergency Shelter Grants Program,3049883.0
NC,2005,HOME,40185972.0
NC,2005,HOPWA,4102276.0
NC,2006,CDBG,71602613.0
NC,2006,CoC,15503387.0
NC,2006,Emergency Shelter Grants Program,3050387.0
NC,2006,HOME,37726351.0
NC,2006,HOPWA,3060000.0
NC,2007,CDBG,71912960.0
NC,2007,CoC,17885707.0
NC,2007,Emergency Shelter Grants Program,3087381.0
NC,2007,HOME,37798088.0
NC,2007,HOPWA,3162000.0
NC,2008,CDBG,70015166.0
NC,2008,CoC,13705827.0
NC,2008,Emergency Shelter Grants Program,3098954.0
NC,2008,HOME,37769095.0
NC,2008,HOPWA,3377000.0
NC,2009,CDBG,71391594.0
NC,2009,CoC,21241444.0
NC,2009,Emergency Shelter Grants Program,3117314.0
NC,2009,HOME,41920259.0
NC,2009,HOPWA,3560892.0
NC,2009,NSP,57734781.0
NC,2010,CDBG,77770615.0
NC,2010,CoC,21685387.0
NC,2010,Emergency Shelter Grants Program,3133055.0
NC,2010,HOME,41756976.0
NC,2010,HOPWA,4200628.0
NC,2010,NSP,11763553.0
NC,2011,CDBG,65281862.0
NC,2011,CoC,22604818.0
NC,2011,ESG,1772434.0
NC,2011,Emergency Shelter Grants Program,3150994.0
NC,2011,HOME,36712649.0
NC,2011,HOPWA,4199740.0
NC,2011,NSP,5000000.0
NC,2012,CDBG,65385998.0
NC,2012,CoC,19460532.0
NC,2012,ESG,5653239.0
NC,2012,HOME,25894752.0
NC,2012,HOPWA,4262603.0
NC,2013,CDBG,70031817.0
NC,2013,CoC,19943417.0
NC,2013,ESG,4770226.0
NC,2013,HOME,25166332.0
NC,2013,HOPWA,4033261.0
NC,2014,CDBG,69887677.0
NC,2014,CoC,21174515.0
NC,2014,ESG,5689295.0
NC,2014,HOME,26880861.0
NC,2014,HOPWA,4302019.0
NC,2015,CDBG,70222277.0
NC,2015,CoC,22576438.0
NC,2015,ESG,6229552.0
NC,2015,HOME,24319203.0
NC,2015,HOPWA,5084289.0
NC,2016,CDBG,71615290.0
NC,2016,CoC,24907727.0
NC,2016,ESG,6320623.0
NC,2016,HOME,25974357.0
NC,2016,HOPWA,5538091.0
NC,2016,HTF,3280235.0
NC,2017,CDBG,71113851.0
NC,2017,CoC,25577229.0
NC,2017,ESG,6760674.0
NC,2017,HOME,26088397.0
NC,2017,HOPWA,6204828.0
NC,2017,HTF,4433361.0
NC,2018,CDBG,78817589.0
NC,2018,ESG,6401356.0
NC,2018,HOME,37953190.0
NC,2018,HOPWA,6882184.0
NC,2018,HTF,5874191.0
ND,2003,CDBG,7444000.0
ND,2003,Emergency Shelter Grants Program,284000.0
ND,2003,HOME,3626679.0
ND,2004,CDBG,7472232.0
ND,2004,Emergency Shelter Grants Program,272225.0
ND,2004,HOME,3672068.0
ND,2005,CDBG,7094374.0
ND,2005,CoC,1092220.0
ND,2005,Emergency Shelter Grants Program,273260.0
ND,2005,HOME,3568961.0
ND,2006,CDBG,6390192.0
ND,2006,CoC,1335400.0
ND,2006,Emergency Shelter Grants Program,272836.0
ND,2006,HOME,3536392.0
ND,2007,CDBG,6416433.0
ND,2007,CoC,1319578.0
ND,2007,Emergency Shelter Grants Program,275512.0
ND,2007,HOME,3531069.0
ND,2008,CDBG,6218495.0
ND,2008,CoC,1524362.0
ND,2008,Emergency Shelter Grants Program,276514.0
ND,2008,HOME,3512890.0
ND,2009,CDBG,6313421.0
ND,2009,CoC,1774934.0
ND,2009,Emergency Shelter Grants Program,276869.0
ND,2009,HOME,3620070.0
ND,2009,NSP,19600000.0
ND,2010,CDBG,6851614.0
ND,2010,CoC,1785299.0
ND,2010,Emergency Shelter Grants Program,277120.0
ND,2010,HOME,3611616.0
ND,2011,CDBG,5739254.0
ND,2011,CoC,1979410.0
ND,2011,ESG,156147.0
ND,2011,Emergency Shelter Grants Program,277594.0
ND,2011,HOME,3499561.0
ND,2011,NSP,5000000.0
ND,2012,CDBG,4925059.0
ND,2012,CoC,2061023.0
ND,2012,ESG,497005.0
ND,2012,HOME,3421865.0
ND,2013,CDBG,5122113.0
ND,2013,CoC,2037177.0
ND,2013,ESG,359308.0
ND,2013,HOME,3410513.0
ND,2014,CDBG,5001771.0
ND,2014,CoC,2173491.0
ND,2014,ESG,416114.0
ND,2014,HOME,3421742.0
ND,2015,CDBG,4911454.0
ND,2015,CoC,2047642.0
ND,2015,ESG,445841.0
ND,2015,HOME,3349280.0
ND,2016,CDBG,4967535.0
ND,2016,CoC,1903991.0
ND,2016,ESG,442064.0
ND,2016,HOME,3379722.0
ND,2016,HTF,3000000.0
ND,2017,CDBG,5011136.0
ND,2017,CoC,1816359.0
ND,2017,ESG,657162.0
ND,2017,HOME,3353557.0
ND,2017,HTF,3000000.0
ND,2018,CDBG,5486053.0
ND,2018,ESG,446900.0
ND,2018,HOME,3488076.0
ND,2018,HTF,3000000.0
NE,2003,CDBG,22631000.0
NE,2003,Emergency Shelter Grants Program,820000.0
NE,2003,HOME,9420174.0
NE,2004,CDBG,22680170.0
NE,2004,Emergency Shelter Grants Program,837925.0
NE,2004,HOME,9373498.0
NE,2005,CDBG,21463143.0
NE,2005,CoC,4710708.0
NE,2005,Emergency Shelter Grants Program,839676.0
NE,2005,HOME,9013701.0
NE,2006,CDBG,19286135.0
NE,2006,CoC,3585583.0
NE,2006,Emergency Shelter Grants Program,836213.0
